,Gene,Sample,Match,Total
985,MICB,HG02055,1,2
986,MICB,HG02886,1,2
987,MICB,HG00733,2,2
988,MICB,HG02148,2,2
989,MICB,HG01123,0,2
990,MICB,HG00438,1,2
991,MICB,HG02630,2,2
992,MICB,HG02572,1,2
993,MICB,HG03098,0,2
994,MICB,HG02486,1,2
995,MICB,HG01978,2,2
996,MICB,HG01243,1,2
997,MICB,HG02559,1,2
998,MICB,HG00735,1,2
999,MICB,HG00673,1,2
1000,MICB,HG03492,1,2
1001,MICB,HG01361,1,2
1002,MICB,HG00741,2,2
1003,MICB,HG01358,2,2
1004,MICB,HG02257,2,2
1005,MICB,HG02080,1,2
1006,TAP1,HG03453,2,2
1007,TAP1,HG01106,2,2
1008,TAP1,HG01258,2,2
1009,TAP1,HG01109,2,2
1010,TAP1,HG02717,2,2
1011,TAP1,HG01952,2,2
1012,TAP1,HG02622,2,2
1013,TAP1,HG01071,2,2
1014,TAP1,HG03579,2,2
1015,TAP1,HG03516,2,2
1016,TAP1,HG01891,2,2
1017,TAP1,HG01175,2,2
1018,TAP1,HG01928,2,2
1019,TAP1,HG00621,2,2
1020,TAP1,HG03540,2,2
1021,TAP1,HG02055,2,2
1022,TAP1,HG02886,2,2
1023,TAP1,HG00733,2,2
1024,TAP1,HG02148,2,2
1025,TAP1,HG01123,2,2
1026,TAP1,HG00438,2,2
1027,TAP1,HG02630,2,2
1028,TAP1,HG02572,2,2
1029,TAP1,HG03098,2,2
1030,TAP1,HG02486,2,2
1031,TAP1,HG01978,2,2
1032,TAP1,HG01243,2,2
1033,TAP1,HG02559,2,2
1034,TAP1,HG00735,2,2
1035,TAP1,HG00673,2,2
1036,TAP1,HG03492,2,2
1037,TAP1,HG01361,2,2
1038,TAP1,HG00741,2,2
1039,TAP1,HG01358,2,2
1040,TAP1,HG02257,2,2
1041,TAP1,HG02080,2,2
1042,TAP2,HG03453,2,2
1043,TAP2,HG01106,2,2
1044,TAP2,HG01258,2,2
1045,TAP2,HG01109,2,2
1046,TAP2,HG02717,2,2
1047,TAP2,HG01952,2,2
1048,TAP2,HG02622,2,2
1049,TAP2,HG01071,2,2
1050,TAP2,HG03579,2,2
1051,TAP2,HG03516,2,2
1052,TAP2,HG01891,2,2
1053,TAP2,HG01175,2,2
1054,TAP2,HG01928,2,2
1055,TAP2,HG00621,2,2
1056,TAP2,HG03540,2,2
1057,TAP2,HG02055,2,2
1058,TAP2,HG02886,2,2
1059,TAP2,HG00733,2,2
1060,TAP2,HG02148,2,2
1061,TAP2,HG01123,2,2
1062,TAP2,HG00438,2,2
1063,TAP2,HG02630,2,2
1064,TAP2,HG02572,2,2
1065,TAP2,HG03098,2,2
1066,TAP2,HG02486,2,2
1067,TAP2,HG01978,2,2
1068,TAP2,HG01243,2,2
1069,TAP2,HG02559,2,2
1070,TAP2,HG00735,2,2
1071,TAP2,HG00673,2,2
1072,TAP2,HG03492,2,2
1073,TAP2,HG01361,2,2
1074,TAP2,HG00741,2,2
1075,TAP2,HG01358,2,2
1076,TAP2,HG02257,2,2
1077,TAP2,HG02080,2,2
1078,HFE,HG03453,0,2
1079,HFE,HG01106,2,2
1080,HFE,HG01258,2,2
1081,HFE,HG01109,2,2
1082,HFE,HG02717,2,2
1083,HFE,HG01952,2,2
1084,HFE,HG02622,2,2
1085,HFE,HG01071,2,2
1086,HFE,HG03579,2,2
1087,HFE,HG03516,2,2
1088,HFE,HG01891,2,2
1089,HFE,HG01175,2,2
1090,HFE,HG01928,2,2
1091,HFE,HG00621,2,2
1092,HFE,HG03540,2,2
1093,HFE,HG02055,2,2
1094,HFE,HG02886,2,2
1095,HFE,HG00733,2,2
1096,HFE,HG02148,2,2
1097,HFE,HG01123,2,2
1098,HFE,HG00438,2,2
1099,HFE,HG02630,2,2
1100,HFE,HG02572,2,2
1101,HFE,HG03098,2,2
1102,HFE,HG02486,2,2
1103,HFE,HG01978,2,2
1104,HFE,HG01243,2,2
1105,HFE,HG02559,0,2
1106,HFE,HG00735,2,2
1107,HFE,HG00673,2,2
1108,HFE,HG03492,2,2
1109,HFE,HG01361,2,2
1110,HFE,HG00741,2,2
1111,HFE,HG01358,0,2
1112,HFE,HG02257,2,2
1113,HFE,HG02080,2,2
1114,DPB2,HG01106,1,2
1115,DPB2,HG01258,1,2
1116,DPB2,HG01109,2,2
1117,DPB2,HG02717,1,2
1118,DPB2,HG01952,2,2
1119,DPB2,HG02622,2,2
1120,DPB2,HG01071,2,2
1121,DPB2,HG03579,2,2
1122,DPB2,HG03516,2,2
1123,DPB2,HG01891,2,2
1124,DPB2,HG01175,2,2
1125,DPB2,HG01928,1,2
1126,DPB2,HG00621,2,2
1127,DPB2,HG02055,2,2
1128,DPB2,HG02886,2,2
1129,DPB2,HG00733,2,2
1130,DPB2,HG02148,2,2
1131,DPB2,HG01123,2,2
1132,DPB2,HG00438,2,2
1133,DPB2,HG02630,2,2
1134,DPB2,HG02572,1,2
1135,DPB2,HG03098,2,2
1136,DPB2,HG02486,2,2
1137,DPB2,HG01978,2,2
1138,DPB2,HG01243,2,2
1139,DPB2,HG02559,2,2
1140,DPB2,HG00735,2,2
1141,DPB2,HG00673,1,2
1142,DPB2,HG03492,2,2
1143,DPB2,HG01361,2,2
1144,DPB2,HG00741,2,2
1145,DPB2,HG01358,2,2
1146,DPB2,HG02257,2,2
1147,DPB2,HG02080,2,2
1148,DRB3,HG01106,2,2
1149,DRB3,HG03579,0,2
1150,DRB3,HG03516,1,2
1151,DRB3,HG00733,2,2
1152,DRB3,HG02148,1,2
1153,DRB3,HG02572,1,2
1154,DRB3,HG01243,1,2
1155,DRB3,HG00741,1,2
1156,W,HG01106,1,2
1157,W,HG01258,2,2
1158,W,HG01952,2,2
1159,W,HG02622,2,2
1160,W,HG01071,2,2
1161,W,HG03579,2,2
1162,W,HG01175,2,2
1163,W,HG01928,2,2
1164,W,HG03540,0,2
1165,W,HG01123,2,2
1166,W,HG00438,2,2
1167,W,HG02630,2,2
1168,W,HG02572,0,2
1169,W,HG01978,0,2
1170,W,HG01243,2,2
1171,W,HG02559,2,2
1172,W,HG00735,2,2
1173,W,HG00673,2,2
1174,W,HG03492,2,2
1175,W,HG01361,1,2
1176,W,HG02257,2,2
1177,W,HG02080,2,2
1178,DRB4,HG02622,2,2
1179,DRB4,HG01928,2,2
1180,DRB4,HG02630,2,2
1181,DRB4,HG03098,2,2
