gene1,gene2,D,Wn
HLA-DRB5,KIR2DL1,0.452698091925188,0.420035148247524
KIR2DL1,HLA-E,0.37562721791047,0.409142108850121
HLA-E,KIR2DL1,0.37562721791047,0.409142108850121
KIR2DL1,HLA-F,0.563599197844003,0.374610916921607
HLA-F,KIR2DL1,0.563599197844003,0.374610916921607
KIR2DL1,HLA-G,0.579157950669211,0.412150879830734
HLA-G,KIR2DL1,0.579157950669211,0.412150879830734
KIR2DL1,HLA-H,0.578117105840143,0.451853007420234
HLA-H,KIR2DL1,0.578117105840143,0.451853007420234
KIR2DL1,HLA-J,0.516800968719978,0.4294779686069
HLA-J,KIR2DL1,0.516800968719978,0.4294779686069
KIR2DL1,HLA-K,0.422869064374893,0.449624392646808
HLA-K,KIR2DL1,0.422869064374893,0.449624392646808
KIR2DL1,HLA-L,0.398151613449814,0.436475486425882
HLA-L,KIR2DL1,0.398151613449814,0.436475486425882
KIR2DL1,HLA-N,0.575630185466627,0.727205792338073
HLA-N,KIR2DL1,0.575630185466627,0.727205792338073
KIR2DL1,HLA-P,0.389826000304611,0.437719950487565
HLA-P,KIR2DL1,0.389826000304611,0.437719950487565
KIR2DL1,HLA-S,0.843164805240993,0.845566761457169
HLA-S,KIR2DL1,0.843164805240993,0.845566761457169
KIR2DL1,HLA-T,0.393132234317111,0.389238771333994
HLA-T,KIR2DL1,0.393132234317111,0.389238771333994
KIR2DL1,HLA-U,0.389238650043975,0.431126448239703
HLA-U,KIR2DL1,0.389238650043975,0.431126448239703
KIR2DL1,HLA-V,0.564150481244567,0.627073686299663
HLA-V,KIR2DL1,0.564150481244567,0.627073686299663
KIR2DL1,HLA-W,0.462576500439818,0.444839532502826
HLA-W,KIR2DL1,0.462576500439818,0.444839532502826
KIR2DL1,HLA-Y,0,NaN
HLA-Y,KIR2DL1,0,NaN
KIR2DL1,KIR2DL3,0.664627580463707,0.507803402032983
KIR2DL3,KIR2DL1,0.664627580463707,0.507803402032983
KIR2DL1,KIR2DL5A,0.800908736085328,0.690521683609178
KIR2DL5A,KIR2DL1,0.800908736085328,0.690521683609178
KIR2DL1,KIR2DL5B,0.809780647288143,0.722471560186115
KIR2DL5B,KIR2DL1,0.809780647288143,0.722471560186115
KIR2DL1,KIR2DS1,0.739998718944678,0.615011632199162
KIR2DS1,KIR2DL1,0.739998718944678,0.615011632199162
KIR2DL1,KIR2DS3,0.804876431714701,0.629571615953392
KIR2DS3,KIR2DL1,0.804876431714701,0.629571615953392
KIR2DL1,KIR2DS5,0.834496949653708,0.591908821028337
KIR2DS5,KIR2DL1,0.834496949653708,0.591908821028337
KIR2DL1,KIR3DS1,0.743961349076475,0.587121067527198
KIR3DS1,KIR2DL1,0.743961349076475,0.587121067527198
KIR2DL1,MICA,0.526713260128212,0.420923566214099
MICA,KIR2DL1,0.526713260128212,0.420923566214099
KIR2DL1,MICB,0.403069300595722,0.439135984811117
MICB,KIR2DL1,0.403069300595722,0.439135984811117
KIR2DL1,TAP1,0.431801612275142,0.424787272710472
TAP1,KIR2DL1,0.431801612275142,0.424787272710472
KIR2DL1,TAP2,0.468550202185442,0.492227321827029
TAP2,KIR2DL1,0.468550202185442,0.492227321827029
KIR2DL2,CYP2D6,0.37400970298835,0.376371696650382
CYP2D6,KIR2DL2,0.37400970298835,0.376371696650382
KIR2DL2,HLA-A,0.578360891079407,0.501966970054449
HLA-A,KIR2DL2,0.578360891079407,0.501966970054449
KIR2DL2,HLA-B,0.631622953059131,0.512659437006647
HLA-B,KIR2DL2,0.631622953059131,0.512659437006647
KIR2DL2,HLA-C,0.528760818850395,0.432062585724898
HLA-C,KIR2DL2,0.528760818850395,0.432062585724898
KIR2DL2,HLA-DMA,0.177915026462937,0.155858775860033
HLA-DMA,KIR2DL2,0.177915026462937,0.155858775860033
KIR2DL2,HLA-DMB,0.243654628125837,0.215391751161274
HLA-DMB,KIR2DL2,0.243654628125837,0.215391751161274
KIR2DL2,HLA-DOA,0.413355097523704,0.3305464986721
HLA-DOA,KIR2DL2,0.413355097523704,0.3305464986721
KIR2DL2,HLA-DOB,0.250946442706787,0.19995452249653
HLA-DOB,KIR2DL2,0.250946442706787,0.19995452249653
KIR2DL2,HLA-DPA1,0.363015698070727,0.259647651664187
HLA-DPA1,KIR2DL2,0.363015698070727,0.259647651664187
KIR2DL2,HLA-DPA2,0.196650987407714,0.191146252008889
HLA-DPA2,KIR2DL2,0.196650987407714,0.191146252008889
KIR2DL2,HLA-DPB1,0.632477781748903,0.574459858318882
HLA-DPB1,KIR2DL2,0.632477781748903,0.574459858318882
KIR2DL2,HLA-DPB2,0.177658817335728,0.189695869645437
HLA-DPB2,KIR2DL2,0.177658817335728,0.189695869645437
KIR2DL2,HLA-DQA1,0.43131530806998,0.303081613261139
HLA-DQA1,KIR2DL2,0.43131530806998,0.303081613261139
KIR2DL2,HLA-DQA2,0.227813967817712,0.25513363448395
HLA-DQA2,KIR2DL2,0.227813967817712,0.25513363448395
KIR2DL2,HLA-DQB1,0.513915547354543,0.442774088363167
HLA-DQB1,KIR2DL2,0.513915547354543,0.442774088363167
KIR2DL2,HLA-DQB2,0.225899478896451,0.193425884082354
HLA-DQB2,KIR2DL2,0.225899478896451,0.193425884082354
KIR2DL2,HLA-DRA,0.441223008310075,0.297792587293938
HLA-DRA,KIR2DL2,0.441223008310075,0.297792587293938
KIR2DL2,HLA-DRB1,0.65212458569554,0.563110582229458
HLA-DRB1,KIR2DL2,0.65212458569554,0.563110582229458
KIR2DL2,HLA-DRB3,0.30823518145652,0.25790797266893
HLA-DRB3,KIR2DL2,0.30823518145652,0.25790797266893
KIR2DL2,HLA-DRB4,0.261252042634506,0.25438578211978
HLA-DRB4,KIR2DL2,0.261252042634506,0.25438578211978
KIR2DL2,HLA-DRB5,0.298805119862074,0.230763251917233
HLA-DRB5,KIR2DL2,0.298805119862074,0.230763251917233
KIR2DL2,HLA-E,0.200588191896131,0.208512790258776
HLA-E,KIR2DL2,0.200588191896131,0.208512790258776
KIR2DL2,HLA-F,0.333164830607697,0.279252108077107
HLA-F,KIR2DL2,0.333164830607697,0.279252108077107
KIR2DL2,HLA-G,0.378097310674412,0.352879675923772
HLA-G,KIR2DL2,0.378097310674412,0.352879675923772
KIR2DL2,HLA-H,0.377072499947692,0.275750017957224
HLA-H,KIR2DL2,0.377072499947692,0.275750017957224
KIR2DL2,HLA-J,0.307395644615799,0.226754711649859
HLA-J,KIR2DL2,0.307395644615799,0.226754711649859
KIR2DL2,HLA-K,0.210287399934179,0.220942007881642
HLA-K,KIR2DL2,0.210287399934179,0.220942007881642
KIR2DL2,HLA-L,0.198043387595226,0.211672934954294
HLA-L,KIR2DL2,0.198043387595226,0.211672934954294
KIR2DL2,HLA-N,0.290770014486432,0.404466092289798
HLA-N,KIR2DL2,0.290770014486432,0.404466092289798
KIR2DL2,HLA-P,0.182712623317268,0.216131444014013
HLA-P,KIR2DL2,0.182712623317268,0.216131444014013
KIR2DL2,HLA-S,0.767644526636175,0.656650740643425
HLA-S,KIR2DL2,0.767644526636175,0.656650740643425
KIR2DL2,HLA-T,0.175563765005725,0.167882612827066
HLA-T,KIR2DL2,0.175563765005725,0.167882612827066
KIR2DL2,HLA-U,0.241070923844689,0.191944503677668
HLA-U,KIR2DL2,0.241070923844689,0.191944503677668
KIR2DL2,HLA-V,0.256587149402911,0.320859506711852
HLA-V,KIR2DL2,0.256587149402911,0.320859506711852
KIR2DL2,HLA-W,0.2772735121946,0.220849080137015
HLA-W,KIR2DL2,0.2772735121946,0.220849080137015
KIR2DL2,HLA-Y,0,NaN
HLA-Y,KIR2DL2,0,NaN
KIR2DL2,KIR2DL1,0.706087202453538,0.5896944089725
KIR2DL1,KIR2DL2,0.706087202453538,0.5896944089725
KIR2DL2,KIR2DL3,0.474490191642554,0.328528258403075
KIR2DL3,KIR2DL2,0.474490191642554,0.328528258403075
KIR2DL2,KIR2DL5A,0.596542212991605,0.474312275800923
KIR2DL5A,KIR2DL2,0.596542212991605,0.474312275800923
KIR2DL2,KIR2DL5B,0.572045995273268,0.441349522497967
KIR2DL5B,KIR2DL2,0.572045995273268,0.441349522497967
KIR2DL2,KIR2DP1,0.589791649274349,0.463143760397402
KIR2DP1,KIR2DL2,0.589791649274349,0.463143760397402
KIR2DL2,KIR2DS1,0.52514543360808,0.367649829492895
KIR2DS1,KIR2DL2,0.52514543360808,0.367649829492895
KIR2DL2,KIR2DS2,0.56967782758335,0.427731693727877
KIR2DS2,KIR2DL2,0.56967782758335,0.427731693727877
KIR2DL2,KIR2DS3,0.600030251372385,0.509876625537783
KIR2DS3,KIR2DL2,0.600030251372385,0.509876625537783
KIR2DL2,KIR2DS4,0.336192047162787,0.236614543730053
KIR2DS4,KIR2DL2,0.336192047162787,0.236614543730053
KIR2DL2,KIR2DS5,0.618114900694659,0.523138879200935
KIR2DS5,KIR2DL2,0.618114900694659,0.523138879200935
KIR2DL2,KIR3DL1,0.643353425397298,0.534339531743524
KIR3DL1,KIR2DL2,0.643353425397298,0.534339531743524
KIR2DL2,KIR3DL3,0.583133251157825,0.448156854743036
KIR3DL3,KIR2DL2,0.583133251157825,0.448156854743036
KIR2DL2,KIR3DP1,0.714370976590731,0.60673181193586
KIR3DP1,KIR2DL2,0.714370976590731,0.60673181193586
KIR2DL2,KIR3DS1,0.6117431326339,0.533960173726931
KIR3DS1,KIR2DL2,0.6117431326339,0.533960173726931
KIR2DL2,MICA,0.339897389954575,0.27724445778961
MICA,KIR2DL2,0.339897389954575,0.27724445778961
KIR2DL2,MICB,0.234239972021785,0.251297880086026
MICB,KIR2DL2,0.234239972021785,0.251297880086026
KIR2DL2,TAP1,0.281853707103929,0.233984600155378
TAP1,KIR2DL2,0.281853707103929,0.233984600155378
KIR2DL2,TAP2,0.279408706398198,0.216059648185727
TAP2,KIR2DL2,0.279408706398198,0.216059648185727
KIR2DL3,CYP2D6,0.357802787238361,0.284452666266809
CYP2D6,KIR2DL3,0.357802787238361,0.284452666266809
KIR2DL3,HLA-A,0.529093209480394,0.451267669193839
HLA-A,KIR2DL3,0.529093209480394,0.451267669193839
KIR2DL3,HLA-B,0.546052478945073,0.390790295975551
HLA-B,KIR2DL3,0.546052478945073,0.390790295975551
KIR2DL3,HLA-C,0.458632647798063,0.317326967002912
HLA-C,KIR2DL3,0.458632647798063,0.317326967002912
KIR2DL3,HLA-DMA,0.199868479229571,0.128860374761514
HLA-DMA,KIR2DL3,0.199868479229571,0.128860374761514
KIR2DL3,HLA-DMB,0.221067936589581,0.160335629822068
HLA-DMB,KIR2DL3,0.221067936589581,0.160335629822068
KIR2DL3,HLA-DOA,0.330716240142986,0.235941696475293
HLA-DOA,KIR2DL3,0.330716240142986,0.235941696475293
KIR2DL3,HLA-DOB,0.222468966304022,0.178802271295425
HLA-DOB,KIR2DL3,0.222468966304022,0.178802271295425
KIR2DL3,HLA-DPA1,0.293257214853416,0.193732442497954
HLA-DPA1,KIR2DL3,0.293257214853416,0.193732442497954
KIR2DL3,HLA-DPA2,0.158807721780365,0.158503213915758
HLA-DPA2,KIR2DL3,0.158807721780365,0.158503213915758
KIR2DL3,HLA-DPB1,0.590914088833094,0.474683313731874
HLA-DPB1,KIR2DL3,0.590914088833094,0.474683313731874
KIR2DL3,HLA-DPB2,0.187995040530415,0.188871222428456
HLA-DPB2,KIR2DL3,0.187995040530415,0.188871222428456
KIR2DL3,HLA-DQA1,0.362067714051751,0.218026697898452
HLA-DQA1,KIR2DL3,0.362067714051751,0.218026697898452
KIR2DL3,HLA-DQA2,0.221031504360176,0.141739798782866
HLA-DQA2,KIR2DL3,0.221031504360176,0.141739798782866
KIR2DL3,HLA-DQB1,0.474053302345638,0.397372734837796
HLA-DQB1,KIR2DL3,0.474053302345638,0.397372734837796
KIR2DL3,HLA-DQB2,0.206535836039388,0.172091147836929
HLA-DQB2,KIR2DL3,0.206535836039388,0.172091147836929
KIR2DL3,HLA-DRA,0.338788122571631,0.209519191297779
HLA-DRA,KIR2DL3,0.338788122571631,0.209519191297779
KIR2DL3,HLA-DRB1,0.600685085036271,0.46185094685289
HLA-DRB1,KIR2DL3,0.600685085036271,0.46185094685289
KIR2DL3,HLA-DRB3,0.263490218782928,0.213749751129449
HLA-DRB3,KIR2DL3,0.263490218782928,0.213749751129449
KIR2DL3,HLA-DRB4,0.205586491111959,0.14950036454429
HLA-DRB4,KIR2DL3,0.205586491111959,0.14950036454429
KIR2DL3,HLA-DRB5,0.234792257520392,0.179168849909489
HLA-DRB5,KIR2DL3,0.234792257520392,0.179168849909489
KIR2DL3,HLA-E,0.168471494978248,0.151540975259724
HLA-E,KIR2DL3,0.168471494978248,0.151540975259724
KIR2DL3,HLA-F,0.308546748272798,0.248757312461812
HLA-F,KIR2DL3,0.308546748272798,0.248757312461812
KIR2DL3,HLA-G,0.357337251817431,0.277416064183506
HLA-G,KIR2DL3,0.357337251817431,0.277416064183506
KIR2DL3,HLA-H,0.312926473945663,0.211252620644834
HLA-H,KIR2DL3,0.312926473945663,0.211252620644834
KIR2DL3,HLA-J,0.271304831645888,0.188604735866777
HLA-J,KIR2DL3,0.271304831645888,0.188604735866777
KIR2DL3,HLA-K,0.160665479263081,0.171280882581361
HLA-K,KIR2DL3,0.160665479263081,0.171280882581361
KIR2DL3,HLA-L,0.167315597492681,0.209205873283364
HLA-L,KIR2DL3,0.167315597492681,0.209205873283364
KIR2DL3,HLA-N,0.236008933467197,0.286663858949068
HLA-N,KIR2DL3,0.236008933467197,0.286663858949068
KIR2DL3,HLA-P,0.193485642011076,0.192404756787001
HLA-P,KIR2DL3,0.193485642011076,0.192404756787001
KIR2DL3,HLA-S,0.530282138127053,0.513115720690217
HLA-S,KIR2DL3,0.530282138127053,0.513115720690217
KIR2DL3,HLA-T,0.162957650078522,0.149212485356409
HLA-T,KIR2DL3,0.162957650078522,0.149212485356409
KIR2DL3,HLA-U,0.229788200376609,0.179429662925552
HLA-U,KIR2DL3,0.229788200376609,0.179429662925552
KIR2DL3,HLA-V,0.255193485805248,0.29130538643517
HLA-V,KIR2DL3,0.255193485805248,0.29130538643517
KIR2DL3,HLA-W,0.205247508176668,0.17308395612182
HLA-W,KIR2DL3,0.205247508176668,0.17308395612182
KIR2DL3,HLA-Y,1,Inf
HLA-Y,KIR2DL3,1,Inf
KIR2DL3,KIR2DL5A,0.678518289716854,0.433394848949267
KIR2DL5A,KIR2DL3,0.678518289716854,0.433394848949267
KIR2DL3,KIR2DL5B,0.650652553704936,0.450518155263559
KIR2DL5B,KIR2DL3,0.650652553704936,0.450518155263559
KIR2DL3,KIR2DS1,0.535113074329905,0.3121743222182
KIR2DS1,KIR2DL3,0.535113074329905,0.3121743222182
KIR2DL3,KIR2DS3,0.690153301051219,0.493916121357386
KIR2DS3,KIR2DL3,0.690153301051219,0.493916121357386
KIR2DL3,KIR2DS5,0.635099822076379,0.423372318522801
KIR2DS5,KIR2DL3,0.635099822076379,0.423372318522801
KIR2DL3,KIR3DS1,0.571874074541011,0.429145917297991
KIR3DS1,KIR2DL3,0.571874074541011,0.429145917297991
KIR2DL3,MICA,0.265448390008708,0.205677848104675
MICA,KIR2DL3,0.265448390008708,0.205677848104675
KIR2DL3,MICB,0.189766926160435,0.185271291380469
MICB,KIR2DL3,0.189766926160435,0.185271291380469
KIR2DL3,TAP1,0.158092768524207,0.164587756156758
TAP1,KIR2DL3,0.158092768524207,0.164587756156758
KIR2DL3,TAP2,0.229007229399434,0.161987781534962
TAP2,KIR2DL3,0.229007229399434,0.161987781534962
KIR2DL4,CYP2D6,0.396132036808649,0.312440809218161
CYP2D6,KIR2DL4,0.396132036808649,0.312440809218161
KIR2DL4,HLA-A,0.571119351887429,0.465105905198886
HLA-A,KIR2DL4,0.571119351887429,0.465105905198886
KIR2DL4,HLA-B,0.603473704100809,0.348158177680534
HLA-B,KIR2DL4,0.603473704100809,0.348158177680534
KIR2DL4,HLA-C,0.520498416856647,0.311177854045814
HLA-C,KIR2DL4,0.520498416856647,0.311177854045814
KIR2DL4,HLA-DMA,0.217821208821162,0.215646287268579
HLA-DMA,KIR2DL4,0.217821208821162,0.215646287268579
KIR2DL4,HLA-DMB,0.276930753262966,0.22095803409911
HLA-DMB,KIR2DL4,0.276930753262966,0.22095803409911
KIR2DL4,HLA-DOA,0.400299086108544,0.198903132347045
HLA-DOA,KIR2DL4,0.400299086108544,0.198903132347045
KIR2DL4,HLA-DOB,0.276937686026671,0.24552921617314
HLA-DOB,KIR2DL4,0.276937686026671,0.24552921617314
KIR2DL4,HLA-DPA1,0.391228529157078,0.217839549855713
HLA-DPA1,KIR2DL4,0.391228529157078,0.217839549855713
KIR2DL4,HLA-DPA2,0.203472017832839,0.24074131002517
HLA-DPA2,KIR2DL4,0.203472017832839,0.24074131002517
KIR2DL4,HLA-DPB1,0.627077300308141,0.450056765807176
HLA-DPB1,KIR2DL4,0.627077300308141,0.450056765807176
KIR2DL4,HLA-DPB2,0.273944140137104,0.250378743859718
HLA-DPB2,KIR2DL4,0.273944140137104,0.250378743859718
KIR2DL4,HLA-DQA1,0.401677590864962,0.213905789707462
HLA-DQA1,KIR2DL4,0.401677590864962,0.213905789707462
KIR2DL4,HLA-DQA2,0.295529247515652,0.217786593611936
HLA-DQA2,KIR2DL4,0.295529247515652,0.217786593611936
KIR2DL4,HLA-DQB1,0.510381447452697,0.362979856150256
HLA-DQB1,KIR2DL4,0.510381447452697,0.362979856150256
KIR2DL4,HLA-DQB2,0.292592462162681,0.225715844552148
HLA-DQB2,KIR2DL4,0.292592462162681,0.225715844552148
KIR2DL4,HLA-DRA,0.389335714387772,0.212171915066152
HLA-DRA,KIR2DL4,0.389335714387772,0.212171915066152
KIR2DL4,HLA-DRB1,0.617224578352017,0.429806177860797
HLA-DRB1,KIR2DL4,0.617224578352017,0.429806177860797
KIR2DL4,HLA-DRB3,0.26655984324574,0.217495992088443
HLA-DRB3,KIR2DL4,0.26655984324574,0.217495992088443
KIR2DL4,HLA-DRB4,0.23131493786729,0.247365030924888
HLA-DRB4,KIR2DL4,0.23131493786729,0.247365030924888
KIR2DL4,HLA-DRB5,0.258983786536214,0.230637567464219
HLA-DRB5,KIR2DL4,0.258983786536214,0.230637567464219
KIR2DL4,HLA-E,0.204827793311263,0.196471688109565
HLA-E,KIR2DL4,0.204827793311263,0.196471688109565
KIR2DL4,HLA-F,0.355124816273661,0.216902444033218
HLA-F,KIR2DL4,0.355124816273661,0.216902444033218
KIR2DL4,HLA-G,0.391824775988897,0.257888922883952
HLA-G,KIR2DL4,0.391824775988897,0.257888922883952
KIR2DL4,HLA-H,0.377146568806586,0.257814858641229
HLA-H,KIR2DL4,0.377146568806586,0.257814858641229
KIR2DL4,HLA-J,0.318328330618494,0.237669067747239
HLA-J,KIR2DL4,0.318328330618494,0.237669067747239
KIR2DL4,HLA-K,0.224004867958372,0.244439680490565
HLA-K,KIR2DL4,0.224004867958372,0.244439680490565
KIR2DL4,HLA-L,0.21941882297758,0.236958662305351
HLA-L,KIR2DL4,0.21941882297758,0.236958662305351
KIR2DL4,HLA-N,0.297781607234776,0.321554273933504
HLA-N,KIR2DL4,0.297781607234776,0.321554273933504
KIR2DL4,HLA-P,0.219337191207026,0.245723689669992
HLA-P,KIR2DL4,0.219337191207026,0.245723689669992
KIR2DL4,HLA-S,0.62200405520944,0.634032186366463
HLA-S,KIR2DL4,0.62200405520944,0.634032186366463
KIR2DL4,HLA-T,0.201959288027274,0.200177718727847
HLA-T,KIR2DL4,0.201959288027274,0.200177718727847
KIR2DL4,HLA-U,0.24201348730973,0.229966122992902
HLA-U,KIR2DL4,0.24201348730973,0.229966122992902
KIR2DL4,HLA-V,0.304826744535327,0.353513610849306
HLA-V,KIR2DL4,0.304826744535327,0.353513610849306
KIR2DL4,HLA-W,0.265694276322691,0.228455165031822
HLA-W,KIR2DL4,0.265694276322691,0.228455165031822
KIR2DL4,HLA-Y,0,NaN
HLA-Y,KIR2DL4,0,NaN
KIR2DL4,KIR2DL1,0.639020326922514,0.458791930730755
KIR2DL1,KIR2DL4,0.639020326922514,0.458791930730755
KIR2DL4,KIR2DL2,0.4470629432961,0.35691260672081
KIR2DL2,KIR2DL4,0.4470629432961,0.35691260672081
KIR2DL4,KIR2DL3,0.388685166372593,0.27770412308935
KIR2DL3,KIR2DL4,0.388685166372593,0.27770412308935
KIR2DL4,KIR2DL5A,0.634865467124806,0.418524822212683
KIR2DL5A,KIR2DL4,0.634865467124806,0.418524822212683
KIR2DL4,KIR2DL5B,0.63018510389371,0.513716722203836
KIR2DL5B,KIR2DL4,0.63018510389371,0.513716722203836
KIR2DL4,KIR2DP1,0.521421249454561,0.297681028986196
KIR2DP1,KIR2DL4,0.521421249454561,0.297681028986196
KIR2DL4,KIR2DS1,0.554983643643011,0.354834034056792
KIR2DS1,KIR2DL4,0.554983643643011,0.354834034056792
KIR2DL4,KIR2DS2,0.588081628695283,0.369825935004859
KIR2DS2,KIR2DL4,0.588081628695283,0.369825935004859
KIR2DL4,KIR2DS3,0.632752052495496,0.434116001780927
KIR2DS3,KIR2DL4,0.632752052495496,0.434116001780927
KIR2DL4,KIR2DS4,0.707493074958267,0.532945055398729
KIR2DS4,KIR2DL4,0.707493074958267,0.532945055398729
KIR2DL4,KIR2DS5,0.654540946723661,0.42560583973205
KIR2DS5,KIR2DL4,0.654540946723661,0.42560583973205
KIR2DL4,KIR3DL1,0.786971555833939,0.498203651804378
KIR3DL1,KIR2DL4,0.786971555833939,0.498203651804378
KIR2DL4,KIR3DL3,0.553946605197742,0.295994812683516
KIR3DL3,KIR2DL4,0.553946605197742,0.295994812683516
KIR2DL4,KIR3DP1,0.679291856952061,0.478048119558648
KIR3DP1,KIR2DL4,0.679291856952061,0.478048119558648
KIR2DL4,KIR3DS1,0.563183934040336,0.467187152886966
KIR3DS1,KIR2DL4,0.563183934040336,0.467187152886966
KIR2DL4,MICA,0.322885356066573,0.220306982581581
MICA,KIR2DL4,0.322885356066573,0.220306982581581
KIR2DL4,MICB,0.208456726842579,0.294188043961255
MICB,KIR2DL4,0.208456726842579,0.294188043961255
KIR2DL4,TAP1,0.237709584546131,0.235354614748619
TAP1,KIR2DL4,0.237709584546131,0.235354614748619
KIR2DL4,TAP2,0.26682493880595,0.310595471995732
TAP2,KIR2DL4,0.26682493880595,0.310595471995732
KIR2DL5A,CYP2D6,0.560559120134725,0.511265974747597
CYP2D6,KIR2DL5A,0.560559120134725,0.511265974747597
KIR2DL5A,HLA-A,0.750635105197123,0.563216082957116
HLA-A,KIR2DL5A,0.750635105197123,0.563216082957116
KIR2DL5A,HLA-B,0.779088949285485,0.587103069171796
HLA-B,KIR2DL5A,0.779088949285485,0.587103069171796
KIR2DL5A,HLA-C,0.732515228987449,0.540315802145244
HLA-C,KIR2DL5A,0.732515228987449,0.540315802145244
KIR2DL5A,HLA-DMA,0.395517636223519,0.481143269824346
HLA-DMA,KIR2DL5A,0.395517636223519,0.481143269824346
KIR2DL5A,HLA-DMB,0.470846260127913,0.393992395738958
HLA-DMB,KIR2DL5A,0.470846260127913,0.393992395738958
KIR2DL5A,HLA-DOA,0.613030615277727,0.412359969925231
HLA-DOA,KIR2DL5A,0.613030615277727,0.412359969925231
KIR2DL5A,HLA-DOB,0.491912724676775,0.474588551139744
HLA-DOB,KIR2DL5A,0.491912724676775,0.474588551139744
KIR2DL5A,HLA-DPA1,0.583439112845329,0.405140503405745
HLA-DPA1,KIR2DL5A,0.583439112845329,0.405140503405745
KIR2DL5A,HLA-DPA2,0.375662923329348,0.417930463632384
HLA-DPA2,KIR2DL5A,0.375662923329348,0.417930463632384
KIR2DL5A,HLA-DPB1,0.835204407539119,0.657788244074155
HLA-DPB1,KIR2DL5A,0.835204407539119,0.657788244074155
KIR2DL5A,HLA-DPB2,0.45296308755119,0.463879563861593
HLA-DPB2,KIR2DL5A,0.45296308755119,0.463879563861593
KIR2DL5A,HLA-DQA1,0.68069143407496,0.402076970749274
HLA-DQA1,KIR2DL5A,0.68069143407496,0.402076970749274
KIR2DL5A,HLA-DQA2,0.411414556388516,0.422905572140597
HLA-DQA2,KIR2DL5A,0.411414556388516,0.422905572140597
KIR2DL5A,HLA-DQB1,0.705657869865454,0.505288855681539
HLA-DQB1,KIR2DL5A,0.705657869865454,0.505288855681539
KIR2DL5A,HLA-DQB2,0.448736447938027,0.419997540017811
HLA-DQB2,KIR2DL5A,0.448736447938027,0.419997540017811
KIR2DL5A,HLA-DRA,0.653327678950879,0.456805231030055
HLA-DRA,KIR2DL5A,0.653327678950879,0.456805231030055
KIR2DL5A,HLA-DRB1,0.826571485071013,0.695697167560291
HLA-DRB1,KIR2DL5A,0.826571485071013,0.695697167560291
KIR2DL5A,HLA-DRB3,0.549169874251066,0.424880295223918
HLA-DRB3,KIR2DL5A,0.549169874251066,0.424880295223918
KIR2DL5A,HLA-DRB4,0.437399191737951,0.40838184252519
HLA-DRB4,KIR2DL5A,0.437399191737951,0.40838184252519
KIR2DL5A,HLA-DRB5,0.503376356709777,0.426224617953246
HLA-DRB5,KIR2DL5A,0.503376356709777,0.426224617953246
KIR2DL5A,HLA-E,0.381817922672967,0.391739894552829
HLA-E,KIR2DL5A,0.381817922672967,0.391739894552829
KIR2DL5A,HLA-F,0.609899889703405,0.436425944138721
HLA-F,KIR2DL5A,0.609899889703405,0.436425944138721
KIR2DL5A,HLA-G,0.577689840837056,0.441750819421848
HLA-G,KIR2DL5A,0.577689840837056,0.441750819421848
KIR2DL5A,HLA-H,0.56035557851147,0.385203138045214
HLA-H,KIR2DL5A,0.56035557851147,0.385203138045214
KIR2DL5A,HLA-J,0.533305948759219,0.464585420144276
HLA-J,KIR2DL5A,0.533305948759219,0.464585420144276
KIR2DL5A,HLA-K,0.474073766155757,0.467161279010575
HLA-K,KIR2DL5A,0.474073766155757,0.467161279010575
KIR2DL5A,HLA-L,0.428364727048366,0.46960930645611
HLA-L,KIR2DL5A,0.428364727048366,0.46960930645611
KIR2DL5A,HLA-N,0.451220163521568,0.478361202007745
HLA-N,KIR2DL5A,0.451220163521568,0.478361202007745
KIR2DL5A,HLA-P,0.389540766150451,0.412588809554403
HLA-P,KIR2DL5A,0.389540766150451,0.412588809554403
KIR2DL5A,HLA-S,0.740822000526043,0.76983460153412
HLA-S,KIR2DL5A,0.740822000526043,0.76983460153412
KIR2DL5A,HLA-T,0.405968296281834,0.394798275264042
HLA-T,KIR2DL5A,0.405968296281834,0.394798275264042
KIR2DL5A,HLA-U,0.467465134293772,0.44001627916293
HLA-U,KIR2DL5A,0.467465134293772,0.44001627916293
KIR2DL5A,HLA-V,0.424459626637512,0.477102393603951
HLA-V,KIR2DL5A,0.424459626637512,0.477102393603951
KIR2DL5A,HLA-W,0.54260286101988,0.41015898441556
HLA-W,KIR2DL5A,0.54260286101988,0.41015898441556
KIR2DL5A,HLA-Y,1,Inf
HLA-Y,KIR2DL5A,1,Inf
KIR2DL5A,MICA,0.546318778724078,0.401182922526872
MICA,KIR2DL5A,0.546318778724078,0.401182922526872
KIR2DL5A,MICB,0.355232756911816,0.554365420381445
MICB,KIR2DL5A,0.355232756911816,0.554365420381445
KIR2DL5A,TAP1,0.397227745917514,0.429218723987562
TAP1,KIR2DL5A,0.397227745917514,0.429218723987562
KIR2DL5A,TAP2,0.485737794909217,0.449647825926394
TAP2,KIR2DL5A,0.485737794909217,0.449647825926394
KIR2DL5B,CYP2D6,0.553864394372113,0.580997244101491
CYP2D6,KIR2DL5B,0.553864394372113,0.580997244101491
KIR2DL5B,HLA-A,0.774425734622765,0.622063069081475
HLA-A,KIR2DL5B,0.774425734622765,0.622063069081475
KIR2DL5B,HLA-B,0.781177811174942,0.672668000774744
HLA-B,KIR2DL5B,0.781177811174942,0.672668000774744
