Sample_Num,Allele_Num
434,909
435,909
436,909
437,909
438,910
439,910
440,911
441,911
442,911
443,915
444,916
445,917
446,917
447,918
448,919
449,919
450,919
451,920
452,920
453,921
454,922
455,926
456,927
457,927
458,927
459,927
460,928
461,930
462,930
463,930
464,930
465,931
466,932
467,932
468,932
469,933
470,933
471,933
472,933
473,933
474,935
475,935
476,935
477,936
478,938
479,938
480,938
481,938
482,938
483,939
484,940
485,940
486,941
487,942
488,942
489,942
490,943
491,943
492,943
493,944
494,946
495,946
496,946
497,946
498,946
499,946
500,946
501,946
502,946
503,946
504,948
505,948
506,948
507,948
508,948
509,949
510,950
511,950
512,950
513,950
514,950
515,950
516,951
517,952
518,953
519,954
520,954
521,955
522,955
523,955
524,955
525,955
526,955
527,955
528,955
529,956
530,957
531,957
532,958
533,958
534,958
535,958
536,958
537,959
538,959
539,959
540,959
541,960
542,960
543,960
544,960
545,960
546,961
547,961
548,962
549,962
550,962
551,963
552,964
553,964
554,965
555,965
556,965
557,965
558,966
559,966
560,966
561,966
562,966
563,966
564,966
565,966
566,967
567,969
568,969
569,969
570,970
571,972
572,972
573,974
574,974
575,975
576,975
577,976
578,977
579,977
580,977
581,977
582,978
583,978
584,978
585,978
586,979
587,979
588,981
589,983
590,985
591,985
592,985
593,986
594,987
595,989
596,989
597,991
598,991
599,991
600,991
601,995
602,996
603,996
604,997
605,997
606,997
607,997
608,997
609,998
610,1000
611,1001
612,1001
613,1002
614,1003
615,1003
616,1006
617,1006
618,1007
619,1007
620,1007
621,1007
622,1007
623,1008
624,1008
625,1008
626,1010
627,1010
628,1012
629,1012
630,1012
631,1015
632,1015
633,1016
634,1016
635,1016
636,1017
637,1017
638,1017
639,1017
640,1017
641,1018
642,1018
643,1018
644,1018
645,1018
646,1018
647,1020
648,1020
649,1020
650,1020
651,1020
652,1020
653,1022
654,1023
655,1023
656,1023
657,1026
658,1026
659,1026
660,1026
661,1026
662,1026
663,1027
664,1027
665,1027
666,1029
667,1029
668,1029
669,1030
670,1031
671,1031
672,1031
673,1031
674,1031
675,1032
676,1032
677,1032
678,1034
679,1034
680,1034
681,1035
682,1038
683,1039
684,1042
685,1042
686,1042
687,1042
688,1044
689,1045
690,1045
691,1045
692,1046
693,1046
694,1046
695,1048
696,1050
697,1051
698,1051
699,1052
700,1052
701,1052
702,1052
703,1052
704,1052
705,1052
706,1053
707,1053
708,1053
709,1054
710,1054
711,1054
712,1055
713,1055
714,1055
715,1055
716,1055
717,1055
718,1056
719,1056
720,1056
721,1057
722,1057
723,1057
724,1059
725,1060
726,1061
727,1061
728,1061
729,1062
730,1063
731,1066
732,1066
733,1067
734,1067
735,1067
736,1067
737,1068
738,1068
739,1068
740,1069
741,1069
742,1069
743,1069
744,1069
745,1069
746,1069
747,1069
748,1069
749,1069
750,1069
751,1069
752,1069
753,1070
754,1070
755,1070
756,1070
757,1070
758,1070
759,1071
760,1071
761,1071
762,1072
763,1072
764,1072
765,1072
766,1072
767,1072
768,1072
769,1073
770,1076
771,1076
772,1076
773,1077
774,1077
775,1077
776,1077
777,1077
778,1077
779,1078
780,1078
781,1078
782,1078
783,1080
784,1081
785,1081
786,1081
787,1081
788,1081
789,1081
790,1081
791,1081
792,1081
793,1081
794,1081
795,1081
796,1081
797,1081
798,1081
799,1081
800,1081
801,1081
802,1081
803,1081
804,1081
805,1081
806,1081
807,1081
808,1081
809,1081
810,1081
811,1081
812,1081
813,1082
814,1082
815,1082
816,1082
817,1082
818,1082
819,1082
820,1082
821,1083
822,1086
823,1087
824,1087
825,1087
826,1087
827,1087
828,1087
829,1089
830,1090
831,1090
832,1090
833,1090
834,1091
835,1092
836,1093
837,1094
838,1094
839,1094
840,1094
841,1094
842,1094
843,1094
844,1096
845,1096
846,1096
847,1097
848,1099
849,1099
850,1100
851,1100
852,1100
853,1100
854,1100
855,1100
856,1100
857,1100
858,1100
859,1101
860,1101
861,1101
862,1101
863,1101
864,1101
865,1103
866,1103
867,1103
868,1103
869,1103
870,1103
871,1103
872,1103
873,1103
874,1103
875,1104
876,1104
877,1104
878,1105
879,1106
880,1108
881,1108
882,1108
883,1109
884,1109
885,1109
886,1109
887,1109
888,1109
889,1109
890,1109
891,1109
892,1109
893,1109
894,1110
895,1110
896,1110
897,1110
898,1110
899,1112
900,1112
901,1112
902,1112
903,1113
904,1113
905,1113
906,1113
907,1113
908,1113
909,1113
910,1113
911,1113
912,1113
913,1114
914,1114
915,1114
916,1116
917,1116
918,1116
919,1116
920,1116
921,1116
922,1116
923,1116
924,1116
925,1116
926,1117
927,1117
928,1117
929,1117
930,1117
931,1117
932,1117
933,1117
934,1117
935,1117
936,1118
937,1118
938,1118
939,1118
940,1118
941,1118
942,1118
943,1118
944,1119
945,1119
946,1119
947,1121
948,1121
949,1122
950,1123
951,1124
952,1124
953,1124
954,1124
955,1124
956,1124
957,1124
958,1124
959,1124
960,1124
961,1125
962,1125
963,1125
964,1125
965,1125
966,1125
967,1126
968,1126
969,1127
970,1127
971,1127
972,1128
973,1128
974,1129
975,1129
976,1129
977,1130
978,1130
979,1132
980,1132
981,1133
982,1133
983,1133
984,1133
985,1133
986,1133
987,1133
988,1133
989,1133
990,1133
991,1134
992,1135
993,1135
994,1135
995,1135
996,1135
997,1136
998,1136
999,1136
1000,1136
1001,1136
1002,1136
1003,1136
1004,1136
1005,1136
1006,1136
1007,1136
1008,1136
1009,1137
1010,1138
1011,1138
1012,1140
1013,1140
1014,1140
1015,1141
1016,1141
1017,1141
1018,1141
1019,1142
