Population,Locus,Diversity
CEU,KIR2DL3,2.534070240636601
CEU,KIR2DL4,2.4939941704620763
CEU,KIR2DL5A,2.2215276028105078
CEU,KIR2DL5B,2.252728336819822
CEU,KIR2DP1,3.259504870358579
CEU,KIR2DS1,2.3588541388940216
CEU,KIR2DS2,2.8479303339333146
CEU,KIR2DS3,2.252728336819822
CEU,KIR2DS4,2.129692467873273
CEU,KIR2DS5,2.5631514064163308
CEU,KIR3DL1,3.1324459540570935
CEU,KIR3DL2,3.181941402135295
CEU,KIR3DL3,3.3119732380618316
CEU,KIR3DP1,3.032652816259639
CEU,KIR3DS1,2.2341694967376142
CHB,KIR2DL1,2.9370337633830466
CHB,KIR2DL2,1.923065784324152
CHB,KIR2DL3,2.3969886610658535
CHB,KIR2DL4,2.1092181827527723
CHB,KIR2DL5A,2.5951306739830136
CHB,KIR2DL5B,2.220025327834538
CHB,KIR2DP1,2.4824219757516515
CHB,KIR2DS1,2.2649487993119988
CHB,KIR2DS2,2.3701349548823627
CHB,KIR2DS3,1.8903627753388679
CHB,KIR2DS4,2.0063488648195684
CHB,KIR2DS5,2.5568271679009458
CHB,KIR3DL1,3.0168935430483237
CHB,KIR3DL2,2.8868387012990806
CHB,KIR3DL3,2.5004224306726064
CHB,KIR3DP1,3.686867800624875
CHB,KIR3DS1,2.314815097672296
CHS,KIR2DL1,2.7000851522933664
CHS,KIR2DL2,2.0467385326945515
CHS,KIR2DL3,2.382921811479902
CHS,KIR2DL4,2.090184184519826
CHS,KIR2DL5A,2.7193909217036594
CHS,KIR2DL5B,2.1352402575267164
CHS,KIR2DP1,2.1549566691926576
CHS,KIR2DS1,2.2400917066054635
CHS,KIR2DS2,2.3933121229745242
CHS,KIR2DS3,1.7480673485460891
CHS,KIR2DS4,1.952633791099138
CHS,KIR2DS5,2.7047814705228883
CHS,KIR3DL1,2.977423363159173
CHS,KIR3DL2,2.920270981963297
CHS,KIR3DL3,2.521161845805016
CHS,KIR3DP1,3.4754769327966226
CHS,KIR3DS1,2.5014793467520597
CLM,KIR2DL1,3.665365945882536
CLM,KIR2DL2,2.1283432719000417
CLM,KIR2DL3,2.6703424019050073
CLM,KIR2DL4,2.674573577332587
CLM,KIR2DL5A,2.882496176795952
CLM,KIR2DL5B,2.509852691248759
CLM,KIR2DP1,3.080324083687133
CLM,KIR2DS1,2.354990026001164
CLM,KIR2DS2,2.9616822725763248
CLM,KIR2DS3,1.977006172908861
CLM,KIR2DS4,2.347685642185601
CLM,KIR2DS5,3.0899943773409277
CLM,KIR3DL1,3.6171328730382184
CLM,KIR3DL2,3.4830285478578307
CLM,KIR3DL3,3.2412273381864862
CLM,KIR3DP1,3.7420655680805317
CLM,KIR3DS1,2.4312839596029487
ESN,KIR2DL1,3.5273677099837877
ESN,KIR2DL2,2.021629254129804
ESN,KIR2DL3,2.4164074412460184
ESN,KIR2DL4,2.5770700170531766
ESN,KIR2DL5A,2.527519150841569
ESN,KIR2DL5B,2.630390367459475
ESN,KIR2DP1,2.744247173614989
ESN,KIR2DS1,2.0947290475276485
ESN,KIR2DS2,2.6157186857291377
ESN,KIR2DS3,2.419500631817432
ESN,KIR2DS4,2.343722787969437
ESN,KIR2DS5,2.220025327834538
ESN,KIR3DL1,3.062116320598386
ESN,KIR3DL2,3.24303948811788
ESN,KIR3DL3,2.9719682241245127
ESN,KIR3DP1,3.610841310622211
ESN,KIR3DS1,1.822706932070349
FIN,KIR2DL1,3.4878863963981797
FIN,KIR2DL2,2.179426333248763
FIN,KIR2DL3,2.6724767481530165
FIN,KIR2DL4,2.579824979042091
FIN,KIR2DL5A,2.9728457116721216
FIN,KIR2DL5B,2.4936374528658085
FIN,KIR2DP1,3.112050115745702
FIN,KIR2DS1,2.1041051379091886
FIN,KIR2DS2,2.7668559075468515
FIN,KIR2DS3,2.428273637522868
FIN,KIR2DS4,2.1720562378492394
FIN,KIR2DS5,2.512436962935828
FIN,KIR3DL1,3.482230163824933
FIN,KIR3DL2,3.357403239814132
FIN,KIR3DL3,3.3419688905539187
FIN,KIR3DP1,3.406342466167919
FIN,KIR3DS1,2.495216293389368
GBR,KIR2DL1,3.6189554033581324
GBR,KIR2DL2,2.2761452115207184
GBR,KIR2DL3,2.4920012799626825
GBR,KIR2DL4,2.4808204292168616
GBR,KIR2DL5A,2.5884253066207537
GBR,KIR2DL5B,1.8533269467496807
GBR,KIR2DP1,3.256823942426813
GBR,KIR2DS1,2.347578109497319
GBR,KIR2DS2,2.8854434079896074
GBR,KIR2DS3,1.9273921261392741
GBR,KIR2DS4,2.1761350084013067
GBR,KIR2DS5,2.787876228087594
GBR,KIR3DL1,3.4576322802604578
GBR,KIR3DL2,3.445909454368574
GBR,KIR3DL3,3.450955908544401
GBR,KIR3DP1,3.647793103082174
GBR,KIR3DS1,2.5640296496943336
GIH,KIR2DL1,3.4606083937729886
GIH,KIR2DL2,1.9212069535424696
GIH,KIR2DL3,2.452017245658314
GIH,KIR2DL4,2.350612115503322
GIH,KIR2DL5A,2.852516585687659
GIH,KIR2DL5B,2.348495941691576
GIH,KIR2DP1,3.170226880116293
GIH,KIR2DS1,2.1111540984034947
GIH,KIR2DS2,2.6119410379101593
GIH,KIR2DS3,2.8080144354242864
GIH,KIR2DS4,1.908837046973575
GIH,KIR2DS5,2.418119146359318
GIH,KIR3DL1,3.3115056196996493
GIH,KIR3DL2,3.184726478343717
GIH,KIR3DL3,3.422711144840714
GIH,KIR3DP1,3.2781820055063555
GIH,KIR3DS1,2.386318032127642
GWD,KIR2DL1,3.0629312659133006
GWD,KIR2DL2,2.1887804678105383
GWD,KIR2DL3,2.432393332040086
GWD,KIR2DL4,2.409968407681427
GWD,KIR2DL5A,2.341994252232425
GWD,KIR2DL5B,2.472059534944027
GWD,KIR2DP1,2.896729444793631
GWD,KIR2DS1,1.5607104090414063
GWD,KIR2DS2,2.3399363607805803
GWD,KIR2DS3,2.233270374938051
GWD,KIR2DS4,2.322758650021219
GWD,KIR2DS5,2.4260151319598084
GWD,KIR3DL1,3.076279012620702
GWD,KIR3DL2,3.3559448960138534
GWD,KIR3DL3,3.0629312659133
GWD,KIR3DP1,3.4830204662526607
GWD,KIR3DS1,1.9850800347841986
IBS,KIR2DL1,3.6489101099331367
IBS,KIR2DL2,2.097540926965076
IBS,KIR2DL3,2.480335706074662
IBS,KIR2DL4,2.6857016358457475
IBS,KIR2DL5A,2.5431479657629477
IBS,KIR2DL5B,2.2875206120172185
IBS,KIR2DP1,3.162945668021456
IBS,KIR2DS1,2.279351688255802
IBS,KIR2DS2,2.815775586011035
IBS,KIR2DS3,2.6593226977095163
IBS,KIR2DS4,2.098395437677373
IBS,KIR2DS5,2.8456384931342567
IBS,KIR3DL1,3.588481442944888
IBS,KIR3DL2,3.433281813497956
IBS,KIR3DL3,3.519501359059376
IBS,KIR3DP1,3.7188167588546706
IBS,KIR3DS1,2.3672024493789703
ITU,KIR2DL1,3.6166871641032223
ITU,KIR2DL2,2.181840813828253
ITU,KIR2DL3,2.1592554231747854
ITU,KIR2DL4,2.6987159654044044
ITU,KIR2DL5A,2.6779085218205054
ITU,KIR2DL5B,2.519713327286359
ITU,KIR2DP1,3.1047415637659297
ITU,KIR2DS1,2.5285686654454462
ITU,KIR2DS2,2.6960541422928355
ITU,KIR2DS3,2.8679224603950764
ITU,KIR2DS4,2.3948692320147282
ITU,KIR2DS5,2.884288117340329
ITU,KIR3DL1,3.6129702830726127
ITU,KIR3DL2,3.3103355672367285
ITU,KIR3DL3,3.417718755241309
ITU,KIR3DP1,3.6913567823132074
ITU,KIR3DS1,2.2953703714384117
JPT,KIR2DL1,3.114761131645492
JPT,KIR2DL2,1.3862943611198906
JPT,KIR2DL3,2.3483119475144867
JPT,KIR2DL4,2.3802811244143136
JPT,KIR2DL5A,2.274240930731769
JPT,KIR2DL5B,2.242973226438147
JPT,KIR2DP1,2.250374662948449
JPT,KIR2DS1,1.893283733690956
JPT,KIR2DS2,1.7917594692280547
JPT,KIR2DS3,1.791759469228055
JPT,KIR2DS4,2.1035155426796854
JPT,KIR2DS5,2.0947290475276485
JPT,KIR3DL1,3.253662160297357
JPT,KIR3DL2,2.9112257367721175
JPT,KIR3DL3,2.7391301802715575
JPT,KIR3DP1,3.3209947577819103
JPT,KIR3DS1,2.3637933478802693
KHV,KIR2DL1,3.0508366385897285
KHV,KIR2DL2,1.9950242701165952
KHV,KIR2DL3,2.4632760290233704
KHV,KIR2DL4,2.282339915726332
KHV,KIR2DL5A,2.6846565419165596
KHV,KIR2DL5B,2.447252511559233
KHV,KIR2DP1,2.4249260011769067
KHV,KIR2DS1,2.1528677301681536
KHV,KIR2DS2,2.5794869747198037
KHV,KIR2DS3,2.479955520544517
KHV,KIR2DS4,1.888295334886475
KHV,KIR2DS5,2.4282736375228677
KHV,KIR3DL1,3.1625270258540037
KHV,KIR3DL2,2.9720897075155674
KHV,KIR3DL3,2.942540064606631
KHV,KIR3DP1,3.513160795954228
KHV,KIR3DS1,2.3908775991004263
LWK,KIR2DL1,3.6014936986616046
LWK,KIR2DL2,2.491920032958799
LWK,KIR2DL3,2.634889952894646
LWK,KIR2DL4,2.9647973443197646
LWK,KIR2DL5A,2.4260151319598084
LWK,KIR2DL5B,2.319898212222263
LWK,KIR2DP1,3.0063008592935794
LWK,KIR2DS1,2.27928986785717
LWK,KIR2DS2,2.30815063507286
LWK,KIR2DS3,2.403640410614949
LWK,KIR2DS4,2.351066026978664
LWK,KIR2DS5,2.549208337695096
LWK,KIR3DL1,3.0506588170427102
LWK,KIR3DL2,3.068161055012964
LWK,KIR3DL3,2.965688992535662
LWK,KIR3DP1,3.331720544697405
LWK,KIR3DS1,1.8513618739611633
MSL,KIR2DL1,3.3658866020318423
MSL,KIR2DL2,2.1780064818880716
MSL,KIR2DL3,2.520864239195321
MSL,KIR2DL4,2.893588849861073
MSL,KIR2DL5A,2.6645316133102304
MSL,KIR2DL5B,2.2740898003959304
MSL,KIR2DP1,2.814665302340773
MSL,KIR2DS1,2.1972245773362196
MSL,KIR2DS2,2.6016824622035046
MSL,KIR2DS3,2.5968338688975634
MSL,KIR2DS4,2.290855828325026
MSL,KIR2DS5,2.323396822783116
MSL,KIR3DL1,3.0663949087613633
MSL,KIR3DL2,3.113802767073077
MSL,KIR3DL3,3.0688002934462104
MSL,KIR3DP1,3.6120952982438874
MSL,KIR3DS1,1.861736197450627
MXL,KIR2DL1,3.6010671687095868
MXL,KIR2DL2,2.3662655432031956
MXL,KIR2DL3,2.7022081129741826
MXL,KIR2DL4,2.6802420105581573
MXL,KIR2DL5A,2.514797081894612
MXL,KIR2DL5B,2.3265432531941137
MXL,KIR2DP1,3.2112857295019617
MXL,KIR2DS1,2.53428356595529
MXL,KIR2DS2,2.8207962961315602
MXL,KIR2DS3,2.775975553103795
MXL,KIR2DS4,2.2981758485827792
MXL,KIR2DS5,2.7972523184691336
MXL,KIR3DL1,3.65054884967562
MXL,KIR3DL2,3.267213404713965
MXL,KIR3DL3,3.252852049969618
MXL,KIR3DP1,3.5222068236129096
MXL,KIR3DS1,2.120473334836001
PEL,KIR2DL1,3.197088232856701
PEL,KIR2DL2,2.2662979033335677
PEL,KIR2DL3,2.4488897096175704
PEL,KIR2DL4,2.507761844184383
PEL,KIR2DL5A,2.765586615592566
PEL,KIR2DL5B,2.3550243224575187
PEL,KIR2DP1,2.8811885294336386
PEL,KIR2DS1,2.424043684534178
PEL,KIR2DS2,2.8243659399169285
PEL,KIR2DS3,2.3992042962026154
PEL,KIR2DS4,1.8547783004520517
PEL,KIR2DS5,2.8184119474979368
PEL,KIR3DL1,3.208772579378421
PEL,KIR3DL2,2.972413978160906
PEL,KIR3DL3,2.6431320402473775
PEL,KIR3DP1,3.346001666634628
PEL,KIR3DS1,2.1314096281590085
PJL,KIR2DL1,3.542701351679387
PJL,KIR2DL2,2.067770215529608
PJL,KIR2DL3,2.4541404017173543
PJL,KIR2DL4,2.697517991957614
PJL,KIR2DL5A,2.7979340857479187
PJL,KIR2DL5B,2.216497224817841
PJL,KIR2DP1,3.056030035272565
PJL,KIR2DS1,2.4448473298052225
PJL,KIR2DS2,2.9258842055647776
PJL,KIR2DS3,2.852201902277484
PJL,KIR2DS4,2.0549317382053047
PJL,KIR2DS5,3.0920621767534113
PJL,KIR3DL1,3.533656790454512
PJL,KIR3DL2,3.261949368400682
PJL,KIR3DL3,3.2118326037272853
PJL,KIR3DP1,3.6269952143056052
PJL,KIR3DS1,2.5701772216165155
PUR,KIR2DL1,3.7772699127001927
PUR,KIR2DL2,2.439090699658178
PUR,KIR2DL3,2.4235910397180302
PUR,KIR2DL4,2.7349201801725593
PUR,KIR2DL5A,2.8532014660321456
PUR,KIR2DL5B,2.3751923309758074
PUR,KIR2DP1,3.295171811858962
PUR,KIR2DS1,2.403624745508382
PUR,KIR2DS2,3.072597729748381
PUR,KIR2DS3,2.5536815580297962
PUR,KIR2DS4,2.2658031932033174
PUR,KIR2DS5,2.6581934449279867
PUR,KIR3DL1,3.4436645386517735
PUR,KIR3DL2,3.6095546684408397
PUR,KIR3DL3,3.272500541372189
PUR,KIR3DP1,3.5031148475624705
PUR,KIR3DS1,2.2029473858995554
STU,KIR2DL1,3.594703641312603
STU,KIR2DL2,2.2703231238105266
STU,KIR2DL3,2.7126409375652396
STU,KIR2DL4,2.5002124337714298
STU,KIR2DL5A,2.9177527066017355
STU,KIR2DL5B,2.2801047096106384
STU,KIR2DP1,3.1988270127694047
STU,KIR2DS1,2.503932045904557
STU,KIR2DS2,2.757462648707595
STU,KIR2DS3,2.623817093433412
STU,KIR2DS4,2.407727105056416
STU,KIR2DS5,3.0517184413709915
STU,KIR3DL1,3.576257589777491
STU,KIR3DL2,3.4017828487101545
STU,KIR3DL3,3.475018090584782
STU,KIR3DP1,3.440001038219025
STU,KIR3DS1,2.5708581837190887
TSI,KIR2DL1,3.73150861499225
TSI,KIR2DL2,2.329949320163049
TSI,KIR2DL3,2.424011808473354
TSI,KIR2DL4,2.8233210553931465
TSI,KIR2DL5A,2.531683678466485
TSI,KIR2DL5B,2.8315444269076706
TSI,KIR2DP1,3.347714198911864
TSI,KIR2DS1,2.5190718263908574
TSI,KIR2DS2,2.811796427629896
TSI,KIR2DS3,2.9381824546861237
TSI,KIR2DS4,2.345122111493016
TSI,KIR2DS5,2.875447844459377
TSI,KIR3DL1,3.7362847853094197
TSI,KIR3DL2,3.491865464112133
TSI,KIR3DL3,3.4955812220417757
TSI,KIR3DP1,3.6967502447039107
TSI,KIR3DS1,2.39738466656935
Unknown,KIR2DL1,2.9915014685753505
Unknown,KIR2DL2,1.9792045174343245
Unknown,KIR2DL3,2.4512555577533246
Unknown,KIR2DL4,2.7047814705228883
Unknown,KIR2DL5A,2.2055983590263932
Unknown,KIR2DL5B,2.1873223188492537
Unknown,KIR2DP1,2.5377686569254485
Unknown,KIR2DS1,2.163955656882057
Unknown,KIR2DS2,2.210253577620973
Unknown,KIR2DS3,2.0794415416798357
Unknown,KIR2DS4,2.268511223285394
Unknown,KIR2DS5,2.3025850929940455
Unknown,KIR3DL1,2.8096782340777837
Unknown,KIR3DL2,2.8446135835842394
Unknown,KIR3DL3,2.8315444269076706
Unknown,KIR3DP1,2.867440499124446
Unknown,KIR3DS1,1.9792045174343245
YRI,KIR2DL1,3.4723630907022813
YRI,KIR2DL2,2.0748966662935233
YRI,KIR2DL3,2.4872076587869576
YRI,KIR2DL4,2.8875582799426835
YRI,KIR2DL5A,2.6534180044243567
YRI,KIR2DL5B,2.4777725772083095
YRI,KIR2DP1,2.9015193487782143
YRI,KIR2DS1,2.2215276028105087
YRI,KIR2DS2,2.4679625572197144
YRI,KIR2DS3,2.341994252232425
YRI,KIR2DS4,2.4755081806719796
YRI,KIR2DS5,2.3322567024644476
YRI,KIR3DL1,3.155952470011132
YRI,KIR3DL2,3.2161992805605464
YRI,KIR3DL3,2.9403625338880373
YRI,KIR3DP1,3.5165641789573376
YRI,KIR3DS1,1.4285514187210009
