sample,gene,read_num
HG00741,KIR3DL2,42
HG00741,KIR3DL3,39
HG00741,KIR3DP1,2
HG00741,KIR3DS1,0
HG01071,KIR2DL1,42
HG01071,KIR2DL2,0
HG01071,KIR2DL3,44
HG01071,KIR2DL4,25
HG01071,KIR2DL5A,0
HG01071,KIR2DL5B,0
HG01071,KIR2DP1,32
HG01071,KIR2DS1,0
HG01071,KIR2DS2,0
HG01071,KIR2DS3,0
HG01071,KIR2DS4,50
HG01071,KIR2DS5,0
HG01071,KIR3DL1,30
HG01071,KIR3DL2,81
HG01071,KIR3DL3,37
HG01071,KIR3DP1,4
HG01071,KIR3DS1,1
HG01106,KIR2DL1,26
HG01106,KIR2DL2,0
HG01106,KIR2DL3,43
HG01106,KIR2DL4,34
HG01106,KIR2DL5A,0
HG01106,KIR2DL5B,0
HG01106,KIR2DP1,24
HG01106,KIR2DS1,0
HG01106,KIR2DS2,0
HG01106,KIR2DS3,0
HG01106,KIR2DS4,32
HG01106,KIR2DS5,0
HG01106,KIR3DL1,18
HG01106,KIR3DL2,86
HG01106,KIR3DL3,38
HG01106,KIR3DP1,5
HG01106,KIR3DS1,1
HG01109,KIR2DL1,39
HG01109,KIR2DL2,0
HG01109,KIR2DL3,36
HG01109,KIR2DL4,23
HG01109,KIR2DL5A,0
HG01109,KIR2DL5B,0
HG01109,KIR2DP1,41
HG01109,KIR2DS1,0
HG01109,KIR2DS2,0
HG01109,KIR2DS3,0
HG01109,KIR2DS4,36
HG01109,KIR2DS5,0
HG01109,KIR3DL1,34
HG01109,KIR3DL2,94
HG01109,KIR3DL3,36
HG01109,KIR3DP1,8
HG01109,KIR3DS1,0
HG01123,KIR2DL1,7
HG01123,KIR2DL2,9
HG01123,KIR2DL3,10
HG01123,KIR2DL4,26
HG01123,KIR2DL5A,4
HG01123,KIR2DL5B,0
HG01123,KIR2DP1,10
HG01123,KIR2DS1,4
HG01123,KIR2DS2,5
HG01123,KIR2DS3,0
HG01123,KIR2DS4,13
HG01123,KIR2DS5,2
HG01123,KIR3DL1,7
HG01123,KIR3DL2,45
HG01123,KIR3DL3,18
HG01123,KIR3DP1,8
HG01123,KIR3DS1,18
HG01175,KIR2DL1,16
HG01175,KIR2DL2,23
HG01175,KIR2DL3,20
HG01175,KIR2DL4,20
HG01175,KIR2DL5A,6
HG01175,KIR2DL5B,1
HG01175,KIR2DP1,14
HG01175,KIR2DS1,11
HG01175,KIR2DS2,11
HG01175,KIR2DS3,6
HG01175,KIR2DS4,15
HG01175,KIR2DS5,0
HG01175,KIR3DL1,8
HG01175,KIR3DL2,71
HG01175,KIR3DL3,33
HG01175,KIR3DP1,4
HG01175,KIR3DS1,10
HG01243,KIR2DL1,1
HG01243,KIR2DL2,35
HG01243,KIR2DL3,0
HG01243,KIR2DL4,0
HG01243,KIR2DL5A,18
HG01243,KIR2DL5B,19
HG01243,KIR2DP1,0
HG01243,KIR2DS1,28
HG01243,KIR2DS2,50
HG01243,KIR2DS3,0
HG01243,KIR2DS4,1
HG01243,KIR2DS5,34
HG01243,KIR3DL1,0
HG01243,KIR3DL2,109
HG01243,KIR3DL3,52
HG01243,KIR3DP1,0
HG01243,KIR3DS1,0
HG01258,KIR2DL1,5
HG01258,KIR2DL2,8
HG01258,KIR2DL3,5
HG01258,KIR2DL4,12
HG01258,KIR2DL5A,4
HG01258,KIR2DL5B,0
HG01258,KIR2DP1,2
HG01258,KIR2DS1,5
HG01258,KIR2DS2,8
HG01258,KIR2DS3,1
HG01258,KIR2DS4,1
HG01258,KIR2DS5,5
HG01258,KIR3DL1,0
HG01258,KIR3DL2,32
HG01258,KIR3DL3,16
HG01258,KIR3DP1,1
HG01258,KIR3DS1,7
HG01358,KIR2DL1,4
HG01358,KIR2DL2,5
HG01358,KIR2DL3,4
HG01358,KIR2DL4,5
HG01358,KIR2DL5A,0
HG01358,KIR2DL5B,2
HG01358,KIR2DP1,5
HG01358,KIR2DS1,6
HG01358,KIR2DS2,6
HG01358,KIR2DS3,0
HG01358,KIR2DS4,8
HG01358,KIR2DS5,2
HG01358,KIR3DL1,5
HG01358,KIR3DL2,33
HG01358,KIR3DL3,13
HG01358,KIR3DP1,4
HG01358,KIR3DS1,0
HG01361,KIR2DL1,9
HG01361,KIR2DL2,13
HG01361,KIR2DL3,19
HG01361,KIR2DL4,17
HG01361,KIR2DL5A,4
HG01361,KIR2DL5B,0
HG01361,KIR2DP1,14
HG01361,KIR2DS1,16
HG01361,KIR2DS2,16
HG01361,KIR2DS3,0
HG01361,KIR2DS4,11
HG01361,KIR2DS5,12
HG01361,KIR3DL1,13
HG01361,KIR3DL2,56
HG01361,KIR3DL3,35
HG01361,KIR3DP1,2
HG01361,KIR3DS1,9
HG01891,KIR2DL1,25
HG01891,KIR2DL2,11
HG01891,KIR2DL3,19
HG01891,KIR2DL4,21
HG01891,KIR2DL5A,2
HG01891,KIR2DL5B,4
HG01891,KIR2DP1,26
HG01891,KIR2DS1,0
HG01891,KIR2DS2,11
HG01891,KIR2DS3,0
HG01891,KIR2DS4,32
HG01891,KIR2DS5,13
HG01891,KIR3DL1,22
HG01891,KIR3DL2,78
HG01891,KIR3DL3,27
HG01891,KIR3DP1,2
HG01891,KIR3DS1,0
HG01928,KIR2DL1,16
HG01928,KIR2DL2,0
HG01928,KIR2DL3,28
HG01928,KIR2DL4,13
HG01928,KIR2DL5A,0
HG01928,KIR2DL5B,0
HG01928,KIR2DP1,24
HG01928,KIR2DS1,0
HG01928,KIR2DS2,0
HG01928,KIR2DS3,0
HG01928,KIR2DS4,24
HG01928,KIR2DS5,0
HG01928,KIR3DL1,14
HG01928,KIR3DL2,31
HG01928,KIR3DL3,19
HG01928,KIR3DP1,2
HG01928,KIR3DS1,0
HG01952,KIR2DL1,20
HG01952,KIR2DL2,5
HG01952,KIR2DL3,18
HG01952,KIR2DL4,18
HG01952,KIR2DL5A,0
HG01952,KIR2DL5B,2
HG01952,KIR2DP1,11
HG01952,KIR2DS1,0
HG01952,KIR2DS2,12
HG01952,KIR2DS3,4
HG01952,KIR2DS4,31
HG01952,KIR2DS5,0
HG01952,KIR3DL1,18
HG01952,KIR3DL2,58
HG01952,KIR3DL3,28
HG01952,KIR3DP1,3
HG01952,KIR3DS1,3
HG01978,KIR2DL1,20
HG01978,KIR2DL2,0
HG01978,KIR2DL3,32
HG01978,KIR2DL4,21
HG01978,KIR2DL5A,0
HG01978,KIR2DL5B,0
HG01978,KIR2DP1,22
HG01978,KIR2DS1,0
HG01978,KIR2DS2,0
HG01978,KIR2DS3,0
HG01978,KIR2DS4,30
HG01978,KIR2DS5,0
HG01978,KIR3DL1,30
HG01978,KIR3DL2,67
HG01978,KIR3DL3,40
HG01978,KIR3DP1,2
HG01978,KIR3DS1,0
HG02055,KIR2DL1,31
HG02055,KIR2DL2,0
HG02055,KIR2DL3,30
HG02055,KIR2DL4,28
HG02055,KIR2DL5A,0
HG02055,KIR2DL5B,0
HG02055,KIR2DP1,24
HG02055,KIR2DS1,0
HG02055,KIR2DS2,0
HG02055,KIR2DS3,0
HG02055,KIR2DS4,21
HG02055,KIR2DS5,0
HG02055,KIR3DL1,20
HG02055,KIR3DL2,42
HG02055,KIR3DL3,27
HG02055,KIR3DP1,6
HG02055,KIR3DS1,0
HG02080,KIR2DL1,48
HG02080,KIR2DL2,0
HG02080,KIR2DL3,56
HG02080,KIR2DL4,57
HG02080,KIR2DL5A,0
HG02080,KIR2DL5B,1
HG02080,KIR2DP1,48
HG02080,KIR2DS1,0
HG02080,KIR2DS2,0
HG02080,KIR2DS3,0
HG02080,KIR2DS4,52
HG02080,KIR2DS5,0
HG02080,KIR3DL1,45
HG02080,KIR3DL2,93
HG02080,KIR3DL3,51
HG02080,KIR3DP1,7
HG02080,KIR3DS1,1
HG02148,KIR2DL1,22
HG02148,KIR2DL2,0
HG02148,KIR2DL3,17
HG02148,KIR2DL4,16
HG02148,KIR2DL5A,0
HG02148,KIR2DL5B,0
HG02148,KIR2DP1,16
HG02148,KIR2DS1,0
HG02148,KIR2DS2,1
HG02148,KIR2DS3,0
HG02148,KIR2DS4,24
HG02148,KIR2DS5,0
HG02148,KIR3DL1,21
HG02148,KIR3DL2,41
HG02148,KIR3DL3,15
HG02148,KIR3DP1,3
HG02148,KIR3DS1,0
HG02257,KIR2DL1,8
HG02257,KIR2DL2,11
HG02257,KIR2DL3,0
HG02257,KIR2DL4,9
HG02257,KIR2DL5A,0
HG02257,KIR2DL5B,3
HG02257,KIR2DP1,7
HG02257,KIR2DS1,0
HG02257,KIR2DS2,5
HG02257,KIR2DS3,18
HG02257,KIR2DS4,22
HG02257,KIR2DS5,0
HG02257,KIR3DL1,12
HG02257,KIR3DL2,37
HG02257,KIR3DL3,16
HG02257,KIR3DP1,7
HG02257,KIR3DS1,0
HG02486,KIR2DL1,22
HG02486,KIR2DL2,6
HG02486,KIR2DL3,14
HG02486,KIR2DL4,20
HG02486,KIR2DL5A,2
HG02486,KIR2DL5B,11
HG02486,KIR2DP1,22
HG02486,KIR2DS1,0
HG02486,KIR2DS2,9
HG02486,KIR2DS3,11
HG02486,KIR2DS4,29
HG02486,KIR2DS5,0
HG02486,KIR3DL1,24
HG02486,KIR3DL2,53
HG02486,KIR3DL3,29
HG02486,KIR3DP1,2
HG02486,KIR3DS1,0
HG02559,KIR2DL1,19
HG02559,KIR2DL2,0
HG02559,KIR2DL3,18
HG02559,KIR2DL4,14
HG02559,KIR2DL5A,0
HG02559,KIR2DL5B,0
HG02559,KIR2DP1,17
HG02559,KIR2DS1,0
HG02559,KIR2DS2,0
HG02559,KIR2DS3,0
HG02559,KIR2DS4,22
HG02559,KIR2DS5,0
HG02559,KIR3DL1,25
HG02559,KIR3DL2,32
HG02559,KIR3DL3,25
HG02559,KIR3DP1,3
HG02559,KIR3DS1,2
HG02572,KIR2DL1,8
HG02572,KIR2DL2,0
HG02572,KIR2DL3,11
HG02572,KIR2DL4,6
HG02572,KIR2DL5A,0
HG02572,KIR2DL5B,0
HG02572,KIR2DP1,12
HG02572,KIR2DS1,0
HG02572,KIR2DS2,0
HG02572,KIR2DS3,0
HG02572,KIR2DS4,14
HG02572,KIR2DS5,0
HG02572,KIR3DL1,8
HG02572,KIR3DL2,23
HG02572,KIR3DL3,13
HG02572,KIR3DP1,1
HG02572,KIR3DS1,0
HG02622,KIR2DL1,11
HG02622,KIR2DL2,0
HG02622,KIR2DL3,12
HG02622,KIR2DL4,8
HG02622,KIR2DL5A,0
HG02622,KIR2DL5B,0
HG02622,KIR2DP1,9
HG02622,KIR2DS1,0
HG02622,KIR2DS2,0
HG02622,KIR2DS3,0
HG02622,KIR2DS4,5
HG02622,KIR2DS5,0
HG02622,KIR3DL1,11
HG02622,KIR3DL2,24
HG02622,KIR3DL3,13
HG02622,KIR3DP1,1
HG02622,KIR3DS1,0
HG02630,KIR2DL1,10
HG02630,KIR2DL2,0
HG02630,KIR2DL3,21
HG02630,KIR2DL4,13
HG02630,KIR2DL5A,1
HG02630,KIR2DL5B,0
HG02630,KIR2DP1,12
HG02630,KIR2DS1,5
HG02630,KIR2DS2,0
HG02630,KIR2DS3,0
HG02630,KIR2DS4,9
HG02630,KIR2DS5,3
HG02630,KIR3DL1,6
HG02630,KIR3DL2,24
HG02630,KIR3DL3,17
HG02630,KIR3DP1,4
HG02630,KIR3DS1,7
HG02717,KIR2DL1,23
HG02717,KIR2DL2,0
HG02717,KIR2DL3,30
HG02717,KIR2DL4,25
HG02717,KIR2DL5A,0
HG02717,KIR2DL5B,0
HG02717,KIR2DP1,31
HG02717,KIR2DS1,0
HG02717,KIR2DS2,0
HG02717,KIR2DS3,0
HG02717,KIR2DS4,16
HG02717,KIR2DS5,0
HG02717,KIR3DL1,17
HG02717,KIR3DL2,35
HG02717,KIR3DL3,23
HG02717,KIR3DP1,10
HG02717,KIR3DS1,8
HG02886,KIR2DL1,28
HG02886,KIR2DL2,0
HG02886,KIR2DL3,27
HG02886,KIR2DL4,23
HG02886,KIR2DL5A,5
HG02886,KIR2DL5B,0
HG02886,KIR2DP1,13
HG02886,KIR2DS1,4
HG02886,KIR2DS2,0
HG02886,KIR2DS3,0
HG02886,KIR2DS4,13
HG02886,KIR2DS5,6
HG02886,KIR3DL1,11
HG02886,KIR3DL2,56
HG02886,KIR3DL3,33
HG02886,KIR3DP1,3
HG02886,KIR3DS1,5
HG03098,KIR2DL1,14
HG03098,KIR2DL2,14
HG03098,KIR2DL3,20
HG03098,KIR2DL4,15
HG03098,KIR2DL5A,2
HG03098,KIR2DL5B,2
HG03098,KIR2DP1,21
HG03098,KIR2DS1,16
HG03098,KIR2DS2,20
HG03098,KIR2DS3,0
HG03098,KIR2DS4,25
HG03098,KIR2DS5,10
HG03098,KIR3DL1,18
HG03098,KIR3DL2,104
HG03098,KIR3DL3,33
HG03098,KIR3DP1,3
HG03098,KIR3DS1,1
HG03453,KIR2DL1,5
HG03453,KIR2DL2,1
HG03453,KIR2DL3,4
HG03453,KIR2DL4,5
HG03453,KIR2DL5A,0
HG03453,KIR2DL5B,1
HG03453,KIR2DP1,5
HG03453,KIR2DS1,0
HG03453,KIR2DS2,0
HG03453,KIR2DS3,0
HG03453,KIR2DS4,1
HG03453,KIR2DS5,3
HG03453,KIR3DL1,5
HG03453,KIR3DL2,15
HG03453,KIR3DL3,8
HG03453,KIR3DP1,0
HG03453,KIR3DS1,0
HG03492,KIR2DL1,64
HG03492,KIR2DL2,0
HG03492,KIR2DL3,57
HG03492,KIR2DL4,47
HG03492,KIR2DL5A,0
HG03492,KIR2DL5B,1
HG03492,KIR2DP1,49
HG03492,KIR2DS1,3
HG03492,KIR2DS2,0
HG03492,KIR2DS3,0
HG03492,KIR2DS4,58
HG03492,KIR2DS5,0
HG03492,KIR3DL1,51
HG03492,KIR3DL2,128
HG03492,KIR3DL3,58
HG03492,KIR3DP1,15
HG03492,KIR3DS1,2
HG03516,KIR2DL1,39
HG03516,KIR2DL2,20
HG03516,KIR2DL3,21
HG03516,KIR2DL4,27
HG03516,KIR2DL5A,0
HG03516,KIR2DL5B,6
HG03516,KIR2DP1,27
HG03516,KIR2DS1,0
HG03516,KIR2DS2,18
HG03516,KIR2DS3,11
HG03516,KIR2DS4,49
HG03516,KIR2DS5,0
HG03516,KIR3DL1,39
HG03516,KIR3DL2,95
HG03516,KIR3DL3,42
HG03516,KIR3DP1,6
HG03516,KIR3DS1,0
HG03540,KIR2DL1,20
HG03540,KIR2DL2,0
HG03540,KIR2DL3,30
HG03540,KIR2DL4,24
HG03540,KIR2DL5A,0
HG03540,KIR2DL5B,0
HG03540,KIR2DP1,19
HG03540,KIR2DS1,0
HG03540,KIR2DS2,0
HG03540,KIR2DS3,0
HG03540,KIR2DS4,10
HG03540,KIR2DS5,0
HG03540,KIR3DL1,24
HG03540,KIR3DL2,47
HG03540,KIR3DL3,19
HG03540,KIR3DP1,5
HG03540,KIR3DS1,1
HG03579,KIR2DL1,6
HG03579,KIR2DL2,0
HG03579,KIR2DL3,1
HG03579,KIR2DL4,4
HG03579,KIR2DL5A,0
HG03579,KIR2DL5B,4
HG03579,KIR2DP1,4
HG03579,KIR2DS1,0
HG03579,KIR2DS2,3
HG03579,KIR2DS3,6
HG03579,KIR2DS4,13
HG03579,KIR2DS5,0
HG03579,KIR3DL1,6
HG03579,KIR3DL2,28
HG03579,KIR3DL3,7
HG03579,KIR3DP1,0
HG03579,KIR3DS1,0
