vdj,gene,ALD,type
IGHV3-35,IGLJ3,0.0658447888175069,IG
IGHV3-35,IGLJ5,0.0567721383472715,IG
IGHV3-35,IGLJ7,0.049154282800422,IG
IGHV3-35,IGLV1-41,0.0118277795373674,IG
IGHV3-35,IGLV1-44,0.124031817624038,IG
IGHV3-35,IGLV1-47,0.0939845506968232,IG
IGHV3-35,IGLV1-51,0.125244160292871,IG
IGHV3-35,IGLV10-54,0.0542246558830034,IG
IGHV3-35,IGLV11-55,0.0531874959023967,IG
IGHV3-35,IGLV2-34,0.0151685512197951,IG
IGHV3-35,IGLV4-60,0.0740178697238325,IG
IGHV3-35,IGLV5-37,0.0463605163913459,IG
IGHV3-35,IGLV5-45,0.0966209878839422,IG
IGHV3-35,IGLV5-48,0.0954715631569922,IG
IGHV3-35,IGLV6-57,0.0585701986158122,IG
IGHV3-35,IGLV7-46,0.0278543454238002,IG
IGHV3-35,IGLV8-61,0.0099966086569679,IG
IGHV3-35,TRBJ1-6,0.0400915077682292,"(IG,TCR)"
IGHV3-35,TRBJ2-7,0.0060740754793197,"(IG,TCR)"
IGHV3-35,TRBV10-1,0.0424726568910649,"(IG,TCR)"
IGHV3-35,TRBV10-2,0.0382311043976968,"(IG,TCR)"
IGHV3-35,TRBV10-3,0.0710514607533813,"(IG,TCR)"
IGHV3-35,TRBV11-2,0.009485020515863,"(IG,TCR)"
IGHV3-35,TRBV11-3,0.0089396818132114,"(IG,TCR)"
IGHV3-35,TRBV14,0.0024983599007657,"(IG,TCR)"
IGHV3-35,TRBV15,0.105455099189137,"(IG,TCR)"
IGHV3-35,TRBV16,0.140642236779776,"(IG,TCR)"
IGHV3-35,TRBV17,0.0047913635437756,"(IG,TCR)"
IGHV3-35,TRBV19,0.0375756705960951,"(IG,TCR)"
IGHV3-35,TRBV20-1,0.102966895546262,"(IG,TCR)"
IGHV3-35,TRBV21-1,0.0071756448698328,"(IG,TCR)"
IGHV3-35,TRBV24-1,0.019287893803391,"(IG,TCR)"
IGHV3-35,TRBV2,0.0538777542182842,"(IG,TCR)"
IGHV3-35,TRBV30,0.080387517189987,"(IG,TCR)"
IGHV3-35,TRBV5-3,0.0052896508320009,"(IG,TCR)"
IGHV3-35,TRBV5-5,0.0107676958493585,"(IG,TCR)"
IGHV3-35,TRBV6-4,0.0256866926850085,"(IG,TCR)"
IGHV3-35,TRBV6-6,0.022495308589357,"(IG,TCR)"
IGHV3-35,TRBV7-2,0.0094087408372994,"(IG,TCR)"
IGHV3-35,TRBV7-3,0.0709340780943362,"(IG,TCR)"
IGHV3-35,TRBV7-9,0.0073012537454286,"(IG,TCR)"
IGHV3-35,TRBV9,0.0408967959845658,"(IG,TCR)"
IGHV3-35,TRGJ1,0.0065749206926973,"(IG,TCR)"
IGHV3-35,TRGV10,0.0115110451116535,"(IG,TCR)"
IGHV3-35,TRGV2,0.065559273238833,"(IG,TCR)"
IGHV3-35,TRGV3,0.0520629912535399,"(IG,TCR)"
IGHV3-35,TRGV9,0.0126578266777817,"(IG,TCR)"
IGHV3-47,IGHV1-58,0.22348667139792,IG
IGHV3-47,IGHV1-68,0.188052506337925,IG
IGHV3-47,IGHV3-48,0.487468660074379,IG
IGHV3-47,IGHV3-49,0.324019647590897,IG
IGHV3-47,IGHV3-52,0.234981458737202,IG
IGHV3-47,IGHV3-53,0.334241795345123,IG
IGHV3-47,IGHV3-62,0.226669102334659,IG
IGHV3-47,IGHV3-63,0.228592678017194,IG
IGHV3-47,IGHV3-64,0.193854419073115,IG
IGHV3-47,IGHV3-66,0.196751514188718,IG
IGHV3-47,IGHV3-71,0.171291525723897,IG
IGHV3-47,IGHV3-73,0.144737572454038,IG
IGHV3-47,IGHV3-74,0.0240177070906242,IG
IGHV3-47,IGHV4-55,0.375607707155534,IG
IGHV3-47,IGHV4-59,0.0828915430626868,IG
IGHV3-47,IGHV5-51,0.0365790144057792,IG
IGHV3-47,IGHV7-81,0.0675814319797822,IG
IGHV3-47,IGHV8-51-1,0.324792861607976,IG
IGHV3-47,IGKV1D-16,0.0047858702910459,IG
IGHV3-47,IGKV1D-42,0.03660610307835,IG
IGHV3-47,IGKV2D-26,0.0332769995801097,IG
IGHV3-47,IGKV2D-29,0.149114167260582,IG
IGHV3-47,IGKV3D-11,0.0925241269985187,IG
IGHV3-47,IGKV3D-15,0.0519402030032337,IG
IGHV3-47,IGLJ3,0.0059036408488841,IG
IGHV3-47,IGLJ5,0.102464244185884,IG
IGHV3-47,IGLJ7,0.0734243215053384,IG
IGHV3-47,IGLV1-41,0.0430641206857108,IG
IGHV3-47,IGLV1-44,0.126072858176777,IG
IGHV3-47,IGLV1-47,0.0280935431244322,IG
IGHV3-47,IGLV1-51,0.0084555235942469,IG
IGHV3-47,IGLV10-54,0.0279695885457741,IG
IGHV3-47,IGLV11-55,0.025397569208662,IG
IGHV3-47,IGLV2-34,0.0527208125490233,IG
IGHV3-47,IGLV4-60,0.0764652109976336,IG
IGHV3-47,IGLV5-37,0.0267566374168417,IG
IGHV3-47,IGLV5-45,0.0340650221357616,IG
IGHV3-47,IGLV5-48,0.0259962284827731,IG
IGHV3-47,IGLV6-57,0.0417722698791385,IG
IGHV3-47,IGLV7-46,0.0406747428840709,IG
IGHV3-47,IGLV8-61,0.0065203158686513,IG
IGHV3-47,TRBJ1-6,0.0342957191544098,"(IG,TCR)"
IGHV3-47,TRBJ2-7,0.0639445956441253,"(IG,TCR)"
IGHV3-47,TRBV10-1,0.0068492881217344,"(IG,TCR)"
IGHV3-47,TRBV10-2,0.0666717256491461,"(IG,TCR)"
IGHV3-47,TRBV10-3,0.0394872943076505,"(IG,TCR)"
IGHV3-47,TRBV11-2,0.001036278519335,"(IG,TCR)"
IGHV3-47,TRBV11-3,0.0010847940450584,"(IG,TCR)"
IGHV3-47,TRBV14,0.0083734334984367,"(IG,TCR)"
IGHV3-47,TRBV15,0.0606138783883274,"(IG,TCR)"
IGHV3-47,TRBV16,0.0520947460290068,"(IG,TCR)"
IGHV3-47,TRBV17,0.0430663968978184,"(IG,TCR)"
IGHV3-47,TRBV19,0.030475522521485,"(IG,TCR)"
IGHV3-47,TRBV20-1,0.0261176602257879,"(IG,TCR)"
IGHV3-47,TRBV21-1,0.0441392256266583,"(IG,TCR)"
IGHV3-47,TRBV24-1,0.0818165819433367,"(IG,TCR)"
IGHV3-47,TRBV2,0.0405274150742809,"(IG,TCR)"
IGHV3-47,TRBV30,0.0523494842612246,"(IG,TCR)"
IGHV3-47,TRBV5-3,0.0601742996391381,"(IG,TCR)"
IGHV3-47,TRBV5-5,0.0464551734516709,"(IG,TCR)"
IGHV3-47,TRBV6-4,0.0526333158500267,"(IG,TCR)"
IGHV3-47,TRBV6-6,0.0319921478390635,"(IG,TCR)"
IGHV3-47,TRBV7-2,0.0356995405150718,"(IG,TCR)"
IGHV3-47,TRBV7-3,0.053040220202953,"(IG,TCR)"
IGHV3-47,TRBV7-9,0.103036807824826,"(IG,TCR)"
IGHV3-47,TRBV9,0.0362244862061676,"(IG,TCR)"
IGHV3-47,TRGJ1,0.0082095533762525,"(IG,TCR)"
IGHV3-47,TRGV10,0.0318455867239579,"(IG,TCR)"
IGHV3-47,TRGV2,0.0629019283568107,"(IG,TCR)"
IGHV3-47,TRGV3,0.0425864872697534,"(IG,TCR)"
IGHV3-47,TRGV9,0.0868007611034854,"(IG,TCR)"
IGHV3-48,IGHV1-58,0.229186395786023,IG
IGHV3-48,IGHV1-68,0.206113169135362,IG
IGHV3-48,IGHV3-49,0.591414746774469,IG
IGHV3-48,IGHV3-52,0.239274032017683,IG
IGHV3-48,IGHV3-53,0.38789398821237,IG
IGHV3-48,IGHV3-62,0.21377897585676,IG
IGHV3-48,IGHV3-63,0.137245080305271,IG
IGHV3-48,IGHV3-64,0.213436319119461,IG
IGHV3-48,IGHV3-66,0.247185874141227,IG
IGHV3-48,IGHV3-71,0.254041983065092,IG
IGHV3-48,IGHV3-73,0.138598538236539,IG
IGHV3-48,IGHV3-74,0.0789850082135857,IG
IGHV3-48,IGHV4-55,0.214432467528083,IG
IGHV3-48,IGHV4-59,0.160341253841295,IG
IGHV3-48,IGHV5-51,0.261151420787279,IG
IGHV3-48,IGHV7-81,0.115887677159977,IG
IGHV3-48,IGHV8-51-1,0.442015560559714,IG
IGHV3-48,IGKV1D-16,0.0240827920951667,IG
IGHV3-48,IGKV1D-42,0.140471490564185,IG
IGHV3-48,IGKV2D-26,0.0329332000660823,IG
IGHV3-48,IGKV2D-29,0.0757570522146394,IG
IGHV3-48,IGKV3D-11,0.118764994218173,IG
IGHV3-48,IGKV3D-15,0.145079309273423,IG
IGHV3-48,IGLJ3,0.0649857731925949,IG
IGHV3-48,IGLJ5,0.0965275097642819,IG
IGHV3-48,IGLJ7,0.0909839484950243,IG
IGHV3-48,IGLV1-41,0.0386440527802262,IG
IGHV3-48,IGLV1-44,0.078582555519076,IG
IGHV3-48,IGLV1-47,0.0819481348680964,IG
IGHV3-48,IGLV1-51,0.0749119164524386,IG
IGHV3-48,IGLV10-54,0.0898059090397836,IG
IGHV3-48,IGLV11-55,0.0882653727844449,IG
IGHV3-48,IGLV2-34,0.0515201154379151,IG
IGHV3-48,IGLV4-60,0.0340752148576365,IG
IGHV3-48,IGLV5-37,0.0612629434136441,IG
IGHV3-48,IGLV5-45,0.130773311673182,IG
IGHV3-48,IGLV5-48,0.0326182764383412,IG
IGHV3-48,IGLV6-57,0.133128858429487,IG
IGHV3-48,IGLV7-46,0.0931687693435326,IG
IGHV3-48,IGLV8-61,0.0887302336737831,IG
IGHV3-48,TRBJ1-6,0.0888576335858282,"(IG,TCR)"
IGHV3-48,TRBJ2-7,0.0804306531974786,"(IG,TCR)"
IGHV3-48,TRBV10-1,0.0444665883973752,"(IG,TCR)"
IGHV3-48,TRBV10-2,0.0377178278959612,"(IG,TCR)"
IGHV3-48,TRBV10-3,0.0769711998784869,"(IG,TCR)"
IGHV3-48,TRBV11-2,0.0371906034134125,"(IG,TCR)"
IGHV3-48,TRBV11-3,0.0227201580051753,"(IG,TCR)"
IGHV3-48,TRBV14,0.0269293756984969,"(IG,TCR)"
IGHV3-48,TRBV15,0.110858419945798,"(IG,TCR)"
IGHV3-48,TRBV16,0.149327216313511,"(IG,TCR)"
IGHV3-48,TRBV17,0.0524556108013487,"(IG,TCR)"
IGHV3-48,TRBV19,0.0497671225923315,"(IG,TCR)"
IGHV3-48,TRBV20-1,0.120808870982838,"(IG,TCR)"
IGHV3-48,TRBV21-1,0.0202717087576266,"(IG,TCR)"
IGHV3-48,TRBV24-1,0.0359170398516339,"(IG,TCR)"
IGHV3-48,TRBV2,0.0400693836487487,"(IG,TCR)"
IGHV3-48,TRBV30,0.169564385397615,"(IG,TCR)"
IGHV3-48,TRBV5-3,0.027382789416843,"(IG,TCR)"
IGHV3-48,TRBV5-5,0.0650795928999596,"(IG,TCR)"
IGHV3-48,TRBV6-4,0.0280570109928409,"(IG,TCR)"
IGHV3-48,TRBV6-6,0.063220420822443,"(IG,TCR)"
IGHV3-48,TRBV7-2,0.0465582417343723,"(IG,TCR)"
IGHV3-48,TRBV7-3,0.090858652742541,"(IG,TCR)"
IGHV3-48,TRBV7-9,0.10222585494669,"(IG,TCR)"
IGHV3-48,TRBV9,0.0585217814362422,"(IG,TCR)"
IGHV3-48,TRGJ1,0.0069561805331915,"(IG,TCR)"
IGHV3-48,TRGV10,0.031943869208238,"(IG,TCR)"
IGHV3-48,TRGV2,0.0673705322346619,"(IG,TCR)"
IGHV3-48,TRGV3,0.0621899173648614,"(IG,TCR)"
IGHV3-48,TRGV9,0.0645734547467855,"(IG,TCR)"
IGHV3-49,IGHV1-58,0.311880870054329,IG
IGHV3-49,IGHV1-68,0.261657981255506,IG
IGHV3-49,IGHV3-52,0.24034424753531,IG
IGHV3-49,IGHV3-53,0.388503085869987,IG
IGHV3-49,IGHV3-62,0.290165888297823,IG
IGHV3-49,IGHV3-63,0.205907393782051,IG
IGHV3-49,IGHV3-64,0.288866166907071,IG
IGHV3-49,IGHV3-66,0.286421576772134,IG
IGHV3-49,IGHV3-71,0.286149741428179,IG
IGHV3-49,IGHV3-73,0.180294344771547,IG
IGHV3-49,IGHV3-74,0.0533649929052973,IG
IGHV3-49,IGHV4-55,0.237039264018463,IG
IGHV3-49,IGHV4-59,0.239970821083989,IG
IGHV3-49,IGHV5-51,0.210963358423838,IG
IGHV3-49,IGHV7-81,0.122457037135877,IG
IGHV3-49,IGHV8-51-1,0.414463492781211,IG
IGHV3-49,IGKV1D-16,0.0282497919057982,IG
IGHV3-49,IGKV1D-42,0.129069715321556,IG
IGHV3-49,IGKV2-30,0.0482784318914521,IG
IGHV3-49,IGKV2D-26,0.0414882168900222,IG
IGHV3-49,IGKV2D-29,0.0900358409850842,IG
IGHV3-49,IGKV3D-11,0.103764162278147,IG
IGHV3-49,IGKV3D-15,0.117207836787127,IG
IGHV3-49,IGLJ3,0.0451411906122971,IG
IGHV3-49,IGLJ5,0.0314379239818467,IG
IGHV3-49,IGLJ7,0.032260315319456,IG
IGHV3-49,IGLV1-41,0.0203364124851205,IG
IGHV3-49,IGLV1-44,0.0670610401976237,IG
IGHV3-49,IGLV1-47,0.0309709172619903,IG
IGHV3-49,IGLV1-51,0.090694043399337,IG
IGHV3-49,IGLV10-54,0.0573448798722043,IG
IGHV3-49,IGLV11-55,0.091350076876937,IG
IGHV3-49,IGLV2-18,0.050325130878678,IG
IGHV3-49,IGLV2-23,0.0438566752977915,IG
IGHV3-49,IGLV2-34,0.0374532945114711,IG
IGHV3-49,IGLV3-25,0.0485796852703914,IG
IGHV3-49,IGLV4-60,0.0425832089668625,IG
IGHV3-49,IGLV5-37,0.0665583710238509,IG
IGHV3-49,IGLV5-45,0.105194954236484,IG
IGHV3-49,IGLV5-48,0.0557242843442612,IG
IGHV3-49,IGLV6-57,0.11063696796542,IG
IGHV3-49,IGLV7-46,0.0472951197508455,IG
IGHV3-49,IGLV8-61,0.0728025673688486,IG
IGHV3-49,TRBJ1-6,0.0297203703261716,"(IG,TCR)"
IGHV3-49,TRBJ2-7,0.0590980585285986,"(IG,TCR)"
IGHV3-49,TRBV10-1,0.0138006197558654,"(IG,TCR)"
IGHV3-49,TRBV10-2,0.0078597957329591,"(IG,TCR)"
IGHV3-49,TRBV10-3,0.0403754629467387,"(IG,TCR)"
IGHV3-49,TRBV11-2,0.0143404982068415,"(IG,TCR)"
IGHV3-49,TRBV11-3,0.0078491481706679,"(IG,TCR)"
IGHV3-49,TRBV14,0.018390692055854,"(IG,TCR)"
IGHV3-49,TRBV15,0.0988437551401625,"(IG,TCR)"
IGHV3-49,TRBV16,0.12188927525679,"(IG,TCR)"
IGHV3-49,TRBV17,0.068308564233343,"(IG,TCR)"
IGHV3-49,TRBV19,0.0473750468813576,"(IG,TCR)"
IGHV3-49,TRBV20-1,0.0849121599365677,"(IG,TCR)"
IGHV3-49,TRBV21-1,0.016198258348464,"(IG,TCR)"
IGHV3-49,TRBV24-1,0.041288840972736,"(IG,TCR)"
IGHV3-49,TRBV2,0.0576746166346146,"(IG,TCR)"
IGHV3-49,TRBV30,0.113166222251906,"(IG,TCR)"
IGHV3-49,TRBV5-3,0.0121970520376359,"(IG,TCR)"
IGHV3-49,TRBV5-5,0.0184526144683636,"(IG,TCR)"
IGHV3-49,TRBV6-4,0.0238615371989243,"(IG,TCR)"
IGHV3-49,TRBV6-6,0.043824184351554,"(IG,TCR)"
IGHV3-49,TRBV7-2,0.0141629631407256,"(IG,TCR)"
IGHV3-49,TRBV7-3,0.0679286448240251,"(IG,TCR)"
IGHV3-49,TRBV7-9,0.0751259880182158,"(IG,TCR)"
IGHV3-49,TRBV9,0.039219840200873,"(IG,TCR)"
IGHV3-49,TRGJ1,0.0108255995322504,"(IG,TCR)"
IGHV3-49,TRGV10,0.0321784863088184,"(IG,TCR)"
IGHV3-49,TRGV2,0.071134497334019,"(IG,TCR)"
IGHV3-49,TRGV3,0.0377225811177492,"(IG,TCR)"
IGHV3-49,TRGV9,0.0547291983738137,"(IG,TCR)"
IGHV3-52,IGHV1-58,0.0736913833700463,IG
IGHV3-52,IGHV1-68,0.0591919273785509,IG
IGHV3-52,IGHV3-53,0.336891478501102,IG
IGHV3-52,IGHV3-62,0.113758728567072,IG
IGHV3-52,IGHV3-63,0.0685713445769668,IG
IGHV3-52,IGHV3-64,0.0316517771131071,IG
IGHV3-52,IGHV3-66,0.111675087428532,IG
IGHV3-52,IGHV3-71,0.0705242382302683,IG
IGHV3-52,IGHV3-73,0.104505044369492,IG
IGHV3-52,IGHV3-74,0.0175166856422139,IG
IGHV3-52,IGHV4-55,0.0962595212100218,IG
IGHV3-52,IGHV4-59,0.0735582096136963,IG
IGHV3-52,IGHV7-81,0.026961357720637,IG
IGHV3-52,IGKV1D-16,0.0193005942965976,IG
IGHV3-52,IGKV1D-42,0.0066806075534165,IG
IGHV3-52,IGKV2-30,0.0790649267339322,IG
IGHV3-52,IGKV2D-26,0.0117532994889554,IG
IGHV3-52,IGKV2D-29,0.0854408954134701,IG
IGHV3-52,IGKV3D-11,0.0386293815531251,IG
IGHV3-52,IGKV3D-15,0.0360454314558874,IG
IGHV3-52,IGLJ3,0.0443609761412318,IG
IGHV3-52,IGLJ5,0.0047241182330043,IG
IGHV3-52,IGLJ7,0.0468872801431369,IG
IGHV3-52,IGLV1-41,0.0404724904536088,IG
IGHV3-52,IGLV1-44,0.0238216999531954,IG
IGHV3-52,IGLV1-47,0.0117881716893701,IG
IGHV3-52,IGLV1-51,0.0478601188282525,IG
IGHV3-52,IGLV10-54,0.0363005068673975,IG
IGHV3-52,IGLV11-55,0.0455140024172895,IG
IGHV3-52,IGLV2-18,0.137249744848226,IG
IGHV3-52,IGLV2-23,0.0628091277753864,IG
IGHV3-52,IGLV2-34,0.0924004181727329,IG
IGHV3-52,IGLV3-25,0.0963365141772958,IG
IGHV3-52,IGLV4-60,0.009196228596494,IG
IGHV3-52,IGLV5-37,0.0395446366946327,IG
IGHV3-52,IGLV5-45,0.0565202616164111,IG
IGHV3-52,IGLV5-48,0.0079328741874762,IG
IGHV3-52,IGLV6-57,0.030442127740475,IG
IGHV3-52,IGLV7-46,0.0140514628148834,IG
IGHV3-52,IGLV8-61,0.0388785825783038,IG
IGHV3-52,TRBJ1-6,0.0196770988676071,"(IG,TCR)"
IGHV3-52,TRBJ2-7,0.0359040780925224,"(IG,TCR)"
IGHV3-52,TRBV10-1,0.0681172774814414,"(IG,TCR)"
IGHV3-52,TRBV10-2,0.063004905217263,"(IG,TCR)"
IGHV3-52,TRBV10-3,0.0439728486740427,"(IG,TCR)"
IGHV3-52,TRBV11-2,0.0396824852224323,"(IG,TCR)"
IGHV3-52,TRBV11-3,0.0231859641118774,"(IG,TCR)"
IGHV3-52,TRBV14,0.0413964488498365,"(IG,TCR)"
IGHV3-52,TRBV15,0.0043071592596055,"(IG,TCR)"
IGHV3-52,TRBV16,0.004099224556861,"(IG,TCR)"
IGHV3-52,TRBV17,0.0074061434171491,"(IG,TCR)"
IGHV3-52,TRBV19,0.0019325421096497,"(IG,TCR)"
IGHV3-52,TRBV20-1,0.0237600300113329,"(IG,TCR)"
IGHV3-52,TRBV21-1,0.0552256437169028,"(IG,TCR)"
IGHV3-52,TRBV24-1,0.0599088998395441,"(IG,TCR)"
IGHV3-52,TRBV2,0.0233575137282636,"(IG,TCR)"
IGHV3-52,TRBV30,0.0623843104985425,"(IG,TCR)"
IGHV3-52,TRBV5-3,0.0591735286012928,"(IG,TCR)"
IGHV3-52,TRBV5-5,0.076609362759453,"(IG,TCR)"
IGHV3-52,TRBV6-4,0.111719383956142,"(IG,TCR)"
IGHV3-52,TRBV6-6,0.0392803263468997,"(IG,TCR)"
IGHV3-52,TRBV7-2,0.0784242648665692,"(IG,TCR)"
IGHV3-52,TRBV7-3,0.0931388484305874,"(IG,TCR)"
IGHV3-52,TRBV7-9,0.0992953877822017,"(IG,TCR)"
IGHV3-52,TRBV9,0.068788043538113,"(IG,TCR)"
IGHV3-52,TRGJ1,0.0054734666832663,"(IG,TCR)"
IGHV3-52,TRGV10,0.0094126183100375,"(IG,TCR)"
IGHV3-52,TRGV2,0.0066606477725726,"(IG,TCR)"
IGHV3-52,TRGV3,0.0747017332211175,"(IG,TCR)"
IGHV3-52,TRGV9,0.0356409219088893,"(IG,TCR)"
IGHV3-53,IGHV1-58,0.316701899190323,IG
IGHV3-53,IGHV1-68,0.265618200471551,IG
IGHV3-53,IGHV3-62,0.32528588146319,IG
IGHV3-53,IGHV3-63,0.309495388858846,IG
IGHV3-53,IGHV3-64,0.2821741927145,IG
IGHV3-53,IGHV3-66,0.36870052645138,IG
IGHV3-53,IGHV3-71,0.306843134130873,IG
IGHV3-53,IGHV3-73,0.246228098003711,IG
IGHV3-53,IGHV3-74,0.0904361767058723,IG
IGHV3-53,IGHV4-55,0.597779751823251,IG
IGHV3-53,IGHV4-59,0.19611260109031,IG
IGHV3-53,IGHV7-81,0.0955581794521964,IG
IGHV3-53,IGKV1D-16,0.06004361960956,IG
IGHV3-53,IGKV1D-42,0.0906672638877401,IG
IGHV3-53,IGKV2D-26,0.0449472857303036,IG
IGHV3-53,IGKV2D-29,0.0681832463423489,IG
IGHV3-53,IGKV3D-11,0.0548230202968485,IG
IGHV3-53,IGKV3D-15,0.118847475526681,IG
IGHV3-53,IGLJ3,0.0388654265447664,IG
IGHV3-53,IGLJ5,0.04662417685042,IG
IGHV3-53,IGLJ7,0.0314556317567653,IG
IGHV3-53,IGLV1-41,0.0181362444839528,IG
IGHV3-53,IGLV1-44,0.100402341848193,IG
IGHV3-53,IGLV1-47,0.0649068436102371,IG
IGHV3-53,IGLV1-51,0.0782740162692473,IG
IGHV3-53,IGLV10-54,0.103138426869586,IG
IGHV3-53,IGLV11-55,0.124170756238791,IG
IGHV3-53,IGLV2-18,0.0373783147293861,IG
IGHV3-53,IGLV2-34,0.0430967936921414,IG
IGHV3-53,IGLV4-60,0.0307896417781134,IG
IGHV3-53,IGLV5-37,0.104499287453142,IG
IGHV3-53,IGLV5-45,0.148882579689809,IG
IGHV3-53,IGLV5-48,0.0263388209281171,IG
IGHV3-53,IGLV6-57,0.124237847036749,IG
IGHV3-53,IGLV7-46,0.0539041190561531,IG
IGHV3-53,IGLV8-61,0.0862928926475016,IG
IGHV3-53,TRBJ1-6,0.126624315765577,"(IG,TCR)"
IGHV3-53,TRBJ2-7,0.0761627864493407,"(IG,TCR)"
IGHV3-53,TRBV10-1,0.0626386024704722,"(IG,TCR)"
IGHV3-53,TRBV10-2,0.0159764883005601,"(IG,TCR)"
IGHV3-53,TRBV10-3,0.11815525562542,"(IG,TCR)"
IGHV3-53,TRBV11-2,0.0676800350593482,"(IG,TCR)"
IGHV3-53,TRBV11-3,0.023092629644517,"(IG,TCR)"
IGHV3-53,TRBV14,0.0152230149979116,"(IG,TCR)"
IGHV3-53,TRBV15,0.0984887503804996,"(IG,TCR)"
IGHV3-53,TRBV16,0.147689097762609,"(IG,TCR)"
IGHV3-53,TRBV17,0.0224586949859809,"(IG,TCR)"
IGHV3-53,TRBV19,0.0928707900864243,"(IG,TCR)"
IGHV3-53,TRBV20-1,0.124558706914652,"(IG,TCR)"
IGHV3-53,TRBV21-1,0.0758539404242649,"(IG,TCR)"
IGHV3-53,TRBV24-1,0.0404097980098364,"(IG,TCR)"
IGHV3-53,TRBV2,0.091230206410012,"(IG,TCR)"
IGHV3-53,TRBV30,0.174832783926188,"(IG,TCR)"
IGHV3-53,TRBV5-3,0.0517949396653773,"(IG,TCR)"
IGHV3-53,TRBV5-5,0.04927414472675,"(IG,TCR)"
IGHV3-53,TRBV6-4,0.0615180366044267,"(IG,TCR)"
IGHV3-53,TRBV6-6,0.0495835340013092,"(IG,TCR)"
IGHV3-53,TRBV7-2,0.0655962297665879,"(IG,TCR)"
IGHV3-53,TRBV7-3,0.169879623068185,"(IG,TCR)"
IGHV3-53,TRBV7-9,0.0489662104822767,"(IG,TCR)"
IGHV3-53,TRBV9,0.0865806604958283,"(IG,TCR)"
IGHV3-53,TRGJ1,0.0254985234666854,"(IG,TCR)"
IGHV3-53,TRGV10,0.0276507496851383,"(IG,TCR)"
IGHV3-53,TRGV2,0.0672155896278596,"(IG,TCR)"
IGHV3-53,TRGV3,0.0787914855133235,"(IG,TCR)"
IGHV3-53,TRGV9,0.0345887808897342,"(IG,TCR)"
IGHV3-62,IGHV1-68,0.76717822087802,IG
IGHV3-62,IGHV3-63,0.620698885124088,IG
IGHV3-62,IGHV3-64,0.83198449610948,IG
IGHV3-62,IGHV3-66,0.660377382903095,IG
IGHV3-62,IGHV3-71,0.523008190193189,IG
IGHV3-62,IGHV3-73,0.593390015094208,IG
IGHV3-62,IGHV3-74,0.117643342406656,IG
IGHV3-62,IGHV7-81,0.114132821477161,IG
IGHV3-62,IGKV1D-16,0.0111616386292332,IG
IGHV3-62,IGKV1D-42,0.104262867619989,IG
IGHV3-62,IGKV2-30,0.0840596301675492,IG
IGHV3-62,IGKV2D-29,0.126532465757652,IG
IGHV3-62,IGKV3D-11,0.142378285141252,IG
IGHV3-62,IGKV3D-15,0.106759646393959,IG
IGHV3-62,IGLJ3,0.0580008772566865,IG
IGHV3-62,IGLJ5,0.0147965991109716,IG
IGHV3-62,IGLJ7,0.0219987582134399,IG
IGHV3-62,IGLV1-41,0.0584821916048076,IG
IGHV3-62,IGLV1-44,0.106753099005366,IG
IGHV3-62,IGLV1-47,0.0771747295671236,IG
IGHV3-62,IGLV1-51,0.0413103081643931,IG
IGHV3-62,IGLV10-54,0.0957329289468575,IG
IGHV3-62,IGLV11-55,0.0903067693495464,IG
IGHV3-62,IGLV2-14,0.0692543957614253,IG
IGHV3-62,IGLV2-18,0.0915693130137894,IG
IGHV3-62,IGLV2-23,0.052349716804201,IG
IGHV3-62,IGLV2-34,0.0491480974666983,IG
IGHV3-62,IGLV3-21,0.0717588193149608,IG
IGHV3-62,IGLV3-25,0.0914099493432894,IG
IGHV3-62,IGLV4-60,0.0520694252127738,IG
IGHV3-62,IGLV5-37,0.120691144256162,IG
IGHV3-62,IGLV5-45,0.11198498322413,IG
IGHV3-62,IGLV5-48,0.0120970746752157,IG
IGHV3-62,IGLV6-57,0.151890318636459,IG
IGHV3-62,IGLV7-46,0.0733978327657302,IG
IGHV3-62,IGLV8-61,0.0873888271157058,IG
IGHV3-62,TRBJ1-6,0.0517973526702151,"(IG,TCR)"
IGHV3-62,TRBJ2-7,0.0457022519154607,"(IG,TCR)"
IGHV3-62,TRBV10-1,0.0535081043830663,"(IG,TCR)"
IGHV3-62,TRBV10-2,0.0790954165111294,"(IG,TCR)"
IGHV3-62,TRBV10-3,0.0605357837711047,"(IG,TCR)"
IGHV3-62,TRBV11-2,0.0334816886958526,"(IG,TCR)"
IGHV3-62,TRBV11-3,0.0157085160233085,"(IG,TCR)"
IGHV3-62,TRBV14,0.0579349925463175,"(IG,TCR)"
IGHV3-62,TRBV15,0.134668612981257,"(IG,TCR)"
IGHV3-62,TRBV16,0.171514426427995,"(IG,TCR)"
IGHV3-62,TRBV17,0.0558682290758411,"(IG,TCR)"
IGHV3-62,TRBV19,0.085279044388226,"(IG,TCR)"
IGHV3-62,TRBV20-1,0.0641975663026224,"(IG,TCR)"
IGHV3-62,TRBV21-1,0.0437243588724099,"(IG,TCR)"
IGHV3-62,TRBV24-1,0.070158851497345,"(IG,TCR)"
IGHV3-62,TRBV2,0.0434842456542918,"(IG,TCR)"
IGHV3-62,TRBV30,0.17403968456366,"(IG,TCR)"
IGHV3-62,TRBV5-3,0.0557769509636187,"(IG,TCR)"
IGHV3-62,TRBV5-5,0.0455214199067107,"(IG,TCR)"
