,HG02309,HG01883,HG03103,NA19114,HG02703,NA19238,NA18913,NA19403,HG03307,HG02111,HG02143,NA20348,NA20346,HG03521,HG03476,HG02971,HG03048,NA20127,HG02580,NA20314,HG02307,NA19835,HG02332,HG02595,HG02478,HG01880,NA20357,HG02585,HG02561,NA18520,HG03132,HG02938,HG02634,HG02611,HG02679,HG01915,HG03301,HG01985,HG01879,HG01890,HG03485,HG03171,HG03539,HG03108,HG02010,HG02445,HG03212,HG03393,NA19024,HG02284,HG02266,HG00637,HG01054,HG01259,HG01121,HG00736,HG01453,NA19675,HG01047,HG01992,HG02277,HG01464,HG01412,HG02292,HG01133,HG02274,HG00551,NA19747,HG01465,HG01275,HG01148,HG01577,HG01362,HG01168,HG00739,HG01286,HG01392,HG01967,HG01396,HG01918,HG01108,HG01187,NA19740,HG01571,HG01982,NA19723,HG01119,HG02006,HG02003,HG01311,HG01356,HG01366,NA19735,HG01134,HG01455,HG01048,HG01055,HG01107,HG01344,HG01073,HG00983,HG02081,HG02060,HG01794,NA18944,NA18642,HG00442,NA18989,HG02020,NA18968,HG02180,HG01597,NA18960,NA18555,HG02152,HG02189,HG00404,NA18537,NA18632,HG02182,HG02138,HG00607,NA18553,NA18971,HG02521,HG00565,NA18612,HG01863,HG01815,HG00632,HG02382,HG00759,HG00479,HG00650,NA18980,HG02384,HG02064,HG00702,HG00418,NA18546,HG02087,NA18988,HG00844,HG00530,HG02137,HG00446,NA18566,HG02364,NA18941,HG00657,HG00342,HG02239,HG00255,HG00368,HG00111,HG00274,HG00146,NA12802,HG00365,HG00381,HG00367,HG00120,HG00268,HG01504,HG00173,HG01700,NA20525,HG01512,HG00325,NA20805,HG00338,NA20762,HG00357,HG00141,HG01518,HG00137,HG00125,NA20503,HG01779,HG01680,HG00243,HG00130,HG00252,HG00242,HG00139,HG00254,NA20801,NA10843,HG00361,HG00133,HG01776,NA12890,NA20753,HG00158,HG00278,HG01766,HG02224,NA12891,HG02223,HG00261,HG03816,HG03009,NA21101,HG03856,HG03729,HG03821,HG03784,HG02657,NA21099,HG03753,HG04140,HG03687,HG03709,HG03794,HG02781,HG02684,HG04062,HG03931,NA21102,HG01589,HG02793,HG03812,HG03016,HG03640,HG03645,HG04200,HG03019,HG02688,HG04149,NA20866,HG02490,HG03686,HG03929,HG03746,HG03604,NA21103,HG04039,HG04017,HG03837,HG04020,HG03595,HG02724,HG03976,HG04131,NA20899,HG03882,HG03973,NA20861,HG03854,HG03972
HG00759,14813.5,3408.0,13287.5,2419.5,4745.5,1488.0,2050.5,1870.0,11428.0,3803.5,1583.5,3774.0,8360.5,11927.0,5095.0,5865.5,1863.0,13254.5,7111.0,2054.5,8654.0,5252.0,1813.5,2316.0,4499.5,2499.5,5675.0,3890.5,5748.5,6293.5,1765.5,7335.5,2637.5,22281.5,8643.0,5833.5,10264.5,2333.5,4982.5,8871.5,3157.0,3539.5,3392.5,1901.5,6725.0,1950.0,3685.5,2885.0,5019.5,12014.5,6979.0,10451.5,8966.5,14266.5,1768.0,4740.5,1634.0,3667.0,2923.5,1848.0,2121.0,5959.0,3760.5,7643.5,1504.0,2230.0,8465.5,1545.0,7542.0,1840.5,9043.5,7703.0,3195.0,6880.0,4853.0,2252.5,1676.0,2891.0,9749.0,12201.5,16148.0,8019.5,18393.5,3474.5,13828.0,7004.0,1602.0,3634.5,4973.0,1125.0,1632.5,2019.0,2410.0,10899.5,1825.5,6920.0,7027.5,7216.0,16708.5,12207.5,2959.0,11976.5,7053.5,2101.5,1869.0,1652.0,1792.5,8654.5,11026.5,3632.5,1651.0,5809.5,10557.0,12203.5,3664.0,12293.0,8392.0,7450.5,2165.0,2358.5,8389.0,1188.5,3754.0,2305.0,10204.5,1415.0,1680.5,4115.5,7501.0,7300.5,23279.0,0.0,8027.0,2114.0,2525.0,1824.5,2389.0,10525.0,3330.0,1735.0,2515.5,1783.0,5422.5,2113.5,2228.0,3637.0,7862.0,1484.0,7132.5,5961.5,8978.5,5028.5,7037.5,2106.0,7794.5,7091.5,1727.0,1881.5,6571.0,11594.5,1763.0,3153.0,1297.0,1505.0,6454.5,6231.0,19531.0,2618.5,9515.5,1940.0,1999.0,772.0,1980.5,7896.5,5279.0,6584.5,5107.0,1605.5,5478.5,2003.0,4071.0,6722.5,1961.0,1949.0,2133.0,5079.0,1951.0,2094.5,7517.5,2067.0,1697.5,1845.0,2305.5,1783.0,2544.0,8688.5,2802.5,5185.0,1959.0,10170.5,5697.5,6309.5,11710.0,7936.5,4935.0,2024.0,3371.5,2253.0,2273.5,1478.5,1931.0,1908.5,1611.5,4596.5,3109.5,1530.0,1475.5,5633.0,2539.5,7759.5,7070.5,13162.0,1603.0,6277.0,1891.5,8075.0,5984.0,8229.0,1678.0,1871.0,6353.5,2264.0,4415.5,1477.5,6721.5,2334.0,19016.5,3457.0,6432.0,2660.5,24600.0,5885.0,9399.0,1727.0,1848.5,1671.5,9780.0,2704.5,10367.0,5080.5
HG00479,6692.0,7957.0,16940.5,6062.5,12722.0,6235.0,6408.0,6010.0,5801.0,7858.5,6228.0,11532.5,1586.0,14204.0,1583.0,7870.5,6529.5,8059.5,11790.5,6391.5,4026.0,7965.0,7773.5,6534.0,8774.5,6699.0,6337.0,8475.0,6264.5,6666.5,6190.5,1921.0,6820.5,6916.5,5682.0,3843.5,6910.5,6425.5,3351.5,7671.5,7697.5,7907.5,7745.0,6236.5,4868.0,6063.5,8240.0,7052.0,3154.0,6754.0,1957.0,2344.5,3913.0,13873.5,12280.5,3601.0,6418.5,6878.0,6757.0,5912.0,6606.0,10501.0,2141.5,1911.5,6754.0,12207.5,10243.5,2858.5,6521.5,7821.5,14767.5,13141.5,11485.0,3404.5,8593.0,6571.5,6967.0,10725.0,2074.5,6962.5,4803.5,6573.5,10286.5,6725.0,7252.0,3893.0,6430.0,7155.5,8394.5,6531.0,6401.0,7804.5,7059.0,8062.5,6183.0,2507.5,1502.0,3112.5,14668.5,6656.5,13277.5,5835.5,6685.0,5751.0,5892.0,7197.5,6482.0,11623.0,6267.0,26104.5,6384.0,2079.0,8432.5,7372.5,8204.5,7314.0,3182.0,5400.0,6133.0,12096.0,5239.5,6595.0,8310.5,5978.5,8635.5,1528.0,7766.5,752.5,2545.5,7403.5,8215.5,8027.0,0.0,6687.0,6790.5,6524.0,9838.5,3601.0,8591.0,6389.0,10494.0,6990.5,5989.0,7083.0,6294.0,10176.0,3372.5,9100.5,1270.5,13063.0,1827.5,2189.5,2562.0,7799.0,2557.0,2070.5,8796.5,6544.5,6816.0,2272.5,6614.0,3571.0,7990.5,6527.0,3096.0,7797.0,3302.5,6013.0,4667.5,7003.0,7034.5,7041.0,11487.0,11528.5,2478.5,1901.0,3855.5,8169.5,4246.0,8175.0,7576.5,1651.5,9357.0,6383.5,10449.0,3669.5,6669.0,7738.5,5119.0,6454.0,6018.5,7293.0,6742.5,5767.0,7111.0,4149.0,11247.0,8582.5,7305.0,3304.0,6737.0,12155.0,10526.0,12325.5,7510.0,10524.0,8324.5,6770.0,7718.0,7046.0,7236.0,6625.5,7177.0,3069.0,6731.0,6954.0,6583.0,6623.0,8800.0,7601.5,12066.5,8902.5,7009.0,2225.5,9941.0,6487.5,6760.0,4027.0,7280.0,6555.0,10122.5,7276.5,6548.5,6913.0,6039.5,6175.0,15809.5,8367.0,2060.5,7772.5,10404.5,11630.5,6048.0,6717.5,7280.0,6785.5,1427.5,8068.5,1549.5,3508.0
HG00650,9440.5,3913.0,7621.5,2631.0,4556.0,2013.0,1461.5,6431.5,11609.0,1624.5,2092.0,4757.5,3236.5,2758.0,5248.0,4301.0,2444.5,13341.5,1577.0,1780.0,8194.5,3387.0,6253.5,1418.0,2889.5,5176.0,4047.0,1224.5,2241.0,2199.5,4683.0,6088.5,841.0,11176.0,8272.0,8207.0,3699.0,3405.0,5075.5,2020.5,1977.0,6548.0,1567.5,1886.0,5852.5,3441.5,3818.5,1779.0,6014.0,15298.5,6497.0,9946.0,6466.5,2125.5,3660.0,8911.0,1613.0,2013.5,7672.5,2165.0,1264.0,6771.5,7078.0,9703.5,1872.0,5485.0,9405.0,1978.5,2740.0,2234.5,11425.5,3659.5,2819.5,5149.0,3026.0,2325.0,4672.5,1895.5,10326.5,14820.5,11056.5,1480.5,22897.0,1285.0,13244.0,6192.0,3539.5,1176.0,3606.0,3770.0,6377.0,4251.0,1863.0,1338.5,2202.5,7692.5,10034.0,3004.0,2897.0,12310.0,6758.0,3837.5,1892.0,5633.0,1397.5,2537.5,2139.0,10991.0,7811.5,6838.5,5838.5,1962.0,10249.0,11082.5,8780.0,11353.0,7219.5,8165.5,1619.0,6117.0,5631.0,2433.5,5685.0,2225.5,2073.0,6161.5,2112.5,4292.0,6367.0,2242.5,6909.5,2114.0,6687.0,0.0,6156.5,6336.0,2149.0,10478.0,3189.5,1442.5,2462.5,1929.5,2815.5,2085.5,2195.0,5489.0,8174.5,2130.5,11607.0,2101.0,6378.5,5579.0,6955.5,2369.0,5301.0,6625.0,3381.0,2149.5,1580.0,6305.0,6681.0,2394.5,2086.5,2334.0,6833.5,6523.5,12564.0,2145.5,6652.0,1285.0,7250.5,2572.5,5661.0,4492.0,5344.5,6255.5,8692.5,1848.5,5247.0,2030.5,4200.0,6799.5,2029.0,6088.5,5801.5,8943.0,2287.0,3833.5,8700.5,2261.5,6223.0,2148.5,3324.5,1856.5,2280.5,12210.5,5813.5,3299.5,2827.5,6550.0,5734.5,1625.0,1450.5,3579.5,4132.0,2079.5,7698.0,1973.5,6195.5,1715.0,2370.0,2332.5,1639.5,4020.5,1466.0,2824.0,6216.0,2251.5,2620.5,14118.5,7534.5,2167.0,3569.5,6001.5,4384.5,2005.0,3489.0,5951.0,2443.0,2108.0,2186.5,1827.5,2857.5,2637.0,2038.5,5035.5,2484.5,2099.5,5851.5,1847.5,9568.0,2098.0,5466.5,3460.5,2139.5,1691.0,5506.0,3967.5,1598.0,5027.5
NA18980,5545.5,1990.0,13985.5,2271.5,2997.0,1833.5,6153.5,2441.5,11715.5,6647.5,2000.0,2227.5,9905.5,7447.5,5129.5,5822.0,1851.5,18270.0,6396.0,1439.5,6586.0,2673.5,2523.0,1662.5,7105.5,1811.0,2125.5,6604.5,3093.5,2563.0,2544.5,6809.0,1683.0,24978.0,9624.0,4658.0,7220.0,1911.5,5008.5,9308.5,1868.0,7519.0,2186.0,1691.0,4729.0,3987.5,1632.5,7221.0,5086.5,11692.5,6397.0,9772.0,11778.5,11104.0,1625.5,5052.0,1757.0,1954.0,3389.5,1877.5,1824.5,6655.5,5569.0,6536.5,1330.5,1546.0,8929.5,2083.5,7482.5,2020.0,9074.5,6518.5,1945.5,7518.5,2595.5,2674.5,1949.5,6995.0,9640.0,11386.5,12584.0,11668.5,18418.0,2572.0,12282.5,11235.0,2959.5,2683.0,9454.0,1952.5,2495.0,2152.0,1724.0,2809.5,1723.0,7185.0,6489.0,5279.0,12108.0,13026.5,1703.0,7423.5,6163.5,2027.5,1338.5,2811.0,1907.0,7549.0,1902.0,2663.5,2108.0,5276.5,10522.0,11542.5,5081.5,12685.5,6399.0,8474.5,1740.5,2631.5,5582.0,1943.0,6038.5,2446.0,13185.0,2431.0,2015.0,4288.0,6504.0,8101.0,17260.5,2525.0,6790.5,6156.5,0.0,2637.5,2537.5,9184.0,1805.0,1493.0,2434.5,1263.0,5223.0,1945.5,1938.5,6329.0,6240.0,2139.0,8050.5,12201.0,6798.5,8976.0,6510.5,1883.0,7543.0,6554.5,1750.5,2298.5,6176.0,10913.0,2389.5,1918.0,1535.5,2080.0,6213.0,6540.0,7987.0,3397.0,7282.5,1275.0,2651.5,1879.5,1731.5,15214.0,5060.0,6341.5,4925.5,1300.0,3232.0,1691.5,4225.0,6932.0,1662.5,1603.5,1889.5,4779.0,2057.5,2072.0,7859.0,7087.0,3703.0,1633.5,1579.0,1705.0,1900.0,13283.0,1843.0,2682.5,1508.0,8842.5,5778.5,6328.0,2110.0,11502.5,8776.0,2433.0,1535.0,2260.0,2200.5,1830.0,2570.0,2233.0,5767.0,8554.0,2819.5,2056.0,1952.5,7056.5,16215.5,8135.0,2648.0,12984.0,2355.0,6301.5,4817.0,6668.5,6964.0,11186.5,1713.5,2268.5,7232.0,2055.0,4554.5,1776.0,6885.5,1290.5,13706.0,5969.0,5326.5,3077.5,5035.0,6381.0,5393.5,1795.0,1671.0,1365.0,9931.0,1804.0,7068.0,4596.0
HG02384,4415.0,5552.0,7439.0,3698.0,3221.0,2767.5,5508.5,1275.0,15811.5,7149.0,2815.0,3071.0,4721.5,2996.0,6338.5,2035.0,3816.5,15060.0,2177.0,3885.0,10607.5,8839.0,1471.0,4077.5,3927.5,2146.5,3296.5,7391.0,834.0,2144.0,3913.0,8652.5,4823.0,10746.0,8225.5,5369.0,2758.5,2348.0,7623.5,3122.5,4480.0,2353.0,5178.0,4396.5,9979.5,2065.5,5488.0,5993.5,7136.0,10762.5,8867.5,12324.0,12205.5,4324.0,1904.5,4872.0,4250.0,5513.0,3088.5,4127.0,3730.5,1779.0,3747.5,6678.0,2509.5,2141.0,8507.5,4296.5,2426.0,1185.0,9211.5,3681.5,11943.0,5342.0,4215.0,4621.0,1874.5,1598.5,11660.5,11770.5,10658.0,4866.0,18388.5,4072.5,11528.0,7048.5,3488.5,2243.0,3803.0,3694.5,3308.0,1321.5,4676.5,2411.0,4276.0,6782.0,6813.5,5160.0,4775.5,14662.5,2520.5,1723.0,1550.5,4420.5,9689.0,1358.5,3247.0,7286.0,5554.0,4660.0,3533.5,3688.0,11920.0,12785.5,4675.0,11033.5,10680.5,8295.5,4069.0,2650.0,6861.0,4160.0,5694.0,3368.0,5709.5,1151.5,2630.0,5135.5,9583.0,14536.5,9737.0,1824.5,6524.0,6336.0,2637.5,0.0,2185.5,8330.5,4398.5,4018.5,3421.5,5102.5,1832.0,3512.0,3164.0,5613.5,9252.0,1460.5,6122.0,4256.0,7272.0,6425.5,8863.0,4263.0,5037.5,8608.5,5232.0,3763.5,2102.0,7566.5,2189.0,3406.0,3368.5,3836.0,8545.0,1832.0,9742.0,2332.0,10251.5,4365.5,2185.0,4114.5,2115.5,2323.5,7325.5,5908.5,6046.0,3746.5,4926.0,4351.5,1894.0,8557.0,4152.5,2030.0,1956.5,5002.5,4462.5,1596.0,9829.5,3426.5,3184.0,4087.5,2258.0,3726.5,4359.0,8802.5,2557.5,6773.0,4518.0,7416.0,7482.5,2148.5,2372.0,3903.0,6805.0,4204.0,3528.0,3953.5,1478.5,4375.0,4325.0,3702.0,5527.5,6688.5,2970.5,4698.0,1522.0,3328.5,3605.0,7853.0,2480.0,1993.0,5137.5,8502.0,2465.0,1753.5,2463.5,10517.0,3765.0,3832.5,2533.5,4396.5,3325.0,4442.0,1845.0,3412.0,7414.5,4973.0,9436.0,1700.5,12172.5,2417.0,1277.0,1874.5,4055.5,2544.0,5269.0,4942.5,1702.5,9141.0
HG02064,5524.5,2327.0,2332.0,6524.0,3477.0,2309.0,2332.5,2084.0,11021.0,1950.5,2067.5,2726.5,7839.0,7369.5,5401.0,15211.5,6766.5,11136.0,4680.5,2092.5,7719.0,4033.0,1854.5,3580.0,5816.5,2171.5,2198.0,2472.5,2092.0,2315.0,2198.0,7388.0,2137.0,11820.5,16285.0,5180.5,5259.5,2213.0,5474.0,2764.0,2249.0,2081.5,1971.5,1909.0,5183.0,2117.0,2280.0,2116.0,5383.5,13701.5,6970.0,14546.5,6646.5,3284.0,4626.0,8044.0,6390.0,3182.5,2499.0,5588.0,2467.0,4819.5,6160.0,7933.0,2599.5,7877.0,10953.5,2657.5,4923.0,2028.5,14363.0,5786.0,2586.5,7218.0,2583.5,2745.5,2405.0,5968.0,11311.5,11979.0,11076.0,5975.5,19216.5,2414.5,11851.0,7116.0,2485.5,2580.5,7103.5,2378.5,3243.5,1981.5,6439.0,5487.0,6176.0,8269.0,11415.5,3464.0,2213.0,12963.0,7801.5,1616.5,1923.5,1554.5,1549.0,2214.0,1549.0,7228.5,2044.5,10400.5,2083.5,4966.0,9031.5,20032.0,5398.5,11361.5,7231.0,11936.5,3158.0,5058.0,12238.0,9313.5,2788.0,5063.0,2463.5,1592.0,1974.0,11267.0,11142.5,5250.5,2421.0,2389.0,9838.5,2149.0,2537.5,2185.5,0.0,6058.0,3088.5,7189.0,4277.0,2538.0,2146.5,2732.5,6902.5,2962.5,6834.5,3696.5,7479.5,5001.0,10102.0,12458.5,9214.5,2463.0,9208.5,8012.5,11323.5,2127.0,5661.0,10883.5,3212.5,2334.0,4467.0,11678.5,7920.5,13193.0,9188.0,3337.5,6765.5,2730.5,2432.0,2831.0,15383.0,9777.0,8657.0,7151.5,6819.5,4532.5,4205.0,3194.5,7231.5,13873.0,4630.0,6878.0,6105.5,3572.0,5998.5,6029.5,8675.0,3167.0,9613.5,4453.5,2705.5,5843.5,9581.5,7070.0,3824.5,2776.0,2957.0,9348.5,6021.0,5476.0,3030.5,6017.0,10321.5,2032.5,2544.0,2543.5,8568.5,8097.5,3217.0,1871.0,2579.5,3961.5,2312.0,3234.5,2092.5,5488.5,6343.0,12864.5,9776.5,6866.0,1974.0,9326.5,3292.0,5658.0,5815.5,7509.0,2751.0,4176.0,3606.5,3475.5,8213.0,2741.0,8896.5,1971.5,11307.5,2899.5,7016.5,2952.5,9727.5,6733.5,5576.0,7937.0,3126.5,2769.5,10694.5,2663.5,5551.5,6883.0
HG00702,5761.0,12226.5,7854.5,11015.0,8458.0,10292.5,10892.5,10856.5,11956.0,11320.5,12260.0,7028.0,1443.5,7072.0,5660.5,11316.0,10528.5,12379.5,6775.5,12454.5,10147.5,6464.5,9191.0,10608.0,9084.0,8562.0,6341.0,11445.5,6161.5,8268.5,12366.0,6305.5,11069.5,7035.0,2042.0,12308.5,7650.0,9729.0,13524.0,8771.5,10546.0,9097.5,6700.5,9998.5,13467.5,7884.0,8875.0,11205.0,15597.5,12359.5,6265.0,6025.0,9434.5,6967.5,11806.5,11665.5,10092.5,11191.5,10241.5,9678.5,12501.0,6841.5,5114.0,6145.5,8510.5,6354.5,10252.0,5500.0,6608.5,10124.5,16558.5,6427.5,12363.0,9954.5,7300.5,11158.5,10169.5,6539.5,4235.5,15734.5,3961.0,6873.5,10994.0,6945.5,9934.5,2511.0,9985.0,7412.5,8411.5,12215.0,6796.5,12702.5,10770.5,12026.5,14577.5,3219.0,10991.5,3461.5,7568.5,10496.0,6729.5,7967.5,8102.5,8590.5,5892.5,6722.0,9690.5,15036.0,6260.5,6583.5,8891.5,3943.5,10120.5,6272.0,10912.0,11720.5,5968.5,16840.0,10158.5,8361.0,1863.5,10752.5,6926.5,10187.0,9341.0,7652.0,13370.5,8292.0,7755.5,2489.5,7850.5,10525.0,3601.0,10478.0,9184.0,8330.5,6058.0,0.0,7569.5,9923.0,10534.5,10550.0,23329.5,10834.0,10199.5,6635.5,9096.5,9982.0,4727.5,5984.0,8871.0,3985.0,9733.5,10419.0,12471.0,6125.0,13820.0,10175.5,6332.0,5881.0,9336.0,5024.5,13328.0,10569.5,15066.5,7297.5,8955.0,6555.0,5369.5,10557.5,7732.5,10824.0,5931.5,7088.5,14263.5,1742.5,13616.5,10481.5,4593.0,10938.5,9981.0,5403.5,13001.5,7782.5,9357.5,4341.5,10305.5,12140.5,16795.5,6876.0,8741.0,11332.5,9923.0,9749.0,11096.0,8281.0,12048.0,10108.5,11038.5,4018.0,4287.0,6245.0,6215.5,6443.5,4167.0,10266.5,9493.0,10497.0,8931.5,10247.0,9040.0,10292.0,10793.5,5952.5,6420.5,12930.5,8840.0,6505.0,3354.0,22039.0,8245.5,8949.5,12434.0,5794.0,12078.0,6299.0,6739.5,6269.5,10408.0,10070.5,6161.0,11577.5,12773.0,10644.0,6030.0,8882.0,7645.0,11030.5,5878.5,9258.5,10794.5,6211.0,5220.5,8650.0,10922.0,6741.0,9616.5,10548.5,1495.0,14582.0
HG00418,7397.5,3405.5,4753.0,4562.5,2918.0,2509.5,3757.0,4216.0,13948.5,4388.5,3941.5,2300.5,5454.0,4560.5,6051.0,3501.5,2164.5,13991.5,2217.0,3519.0,6416.5,5326.0,3161.5,1740.0,2482.0,1769.0,17161.0,3646.0,2802.0,2917.0,4283.0,6986.0,6231.5,11853.5,8525.5,4837.0,5285.5,2083.0,4895.0,3866.0,4641.0,4998.0,3305.5,3597.5,6305.0,5215.5,4479.5,4717.0,7506.5,11959.5,7098.5,9757.5,9061.5,2207.0,2052.5,6160.0,1440.5,1709.5,4604.5,2380.5,3043.0,5186.0,7995.0,7046.5,1544.0,1777.5,10685.5,2571.0,2615.0,4030.0,10100.0,1851.0,5658.0,5132.5,1172.5,2859.0,3780.0,2404.5,10124.5,12240.5,9395.5,3419.0,18870.5,1656.0,13994.5,11764.0,3459.5,5993.0,4505.5,3406.5,2198.0,4092.5,1577.5,3246.5,1916.0,7565.0,6219.0,3983.5,6693.5,13494.5,1964.5,2666.5,3819.5,5123.0,5171.0,2373.5,2703.5,8944.0,2837.5,3359.0,3950.0,2890.5,11055.0,11714.0,6502.5,13740.0,6035.5,9534.0,2090.0,3409.0,5927.0,2253.5,3394.0,3113.5,3903.0,4033.0,4089.0,6396.0,7405.0,3113.5,3394.0,3330.0,8591.0,3189.5,1805.0,4398.5,3088.5,7569.5,0.0,2105.0,3255.0,2936.5,3424.0,3016.5,4054.0,3614.5,6901.0,4419.0,8383.5,3861.5,6206.0,6644.0,6968.0,2545.0,5406.5,7235.5,3733.0,2705.5,1438.0,6356.0,2655.5,2017.0,3339.0,2434.5,8283.0,2985.0,8874.0,2072.5,6915.0,792.5,3444.5,5811.0,2094.5,2816.5,5147.5,8130.5,3806.5,1739.0,3028.5,1789.0,3423.5,7686.5,2282.5,1971.0,2306.5,5269.5,3920.0,4344.5,8622.0,4899.5,3974.5,2013.0,1904.0,3528.5,2610.0,6358.0,3246.0,15375.0,2427.0,9100.5,5544.0,1707.0,1534.0,1590.0,6523.5,2463.0,1635.5,2731.5,4756.0,1508.0,3182.0,2482.5,3144.0,6605.5,2027.0,4047.5,2290.0,6801.5,9711.0,13156.0,3294.5,3186.5,5543.5,5938.5,3195.5,1818.0,2996.5,6170.5,2316.0,2533.0,2123.0,2508.5,3110.0,3008.5,2445.0,2012.5,7190.5,4070.5,6537.0,3013.5,4987.5,3003.0,3278.5,1684.5,2060.5,1046.0,5529.0,2670.0,2493.0,5808.0
NA18546,7506.0,1710.0,7244.5,2627.5,2155.5,1877.5,1530.5,5807.0,10986.0,2620.5,1790.0,2316.0,4725.5,2105.0,5273.5,3539.0,1426.5,11803.0,1303.0,1704.5,6908.0,3606.0,5976.0,1186.0,3179.5,5878.0,3796.0,3912.5,2034.5,2041.0,2837.0,6434.5,1897.0,11369.0,12765.0,8725.0,1839.5,3277.5,4357.0,1637.5,2119.5,6320.5,2132.0,1451.5,5762.5,1796.5,3995.5,2228.0,4680.0,17270.5,6104.0,9556.5,6649.0,1539.5,3420.5,6977.0,983.5,1566.5,7085.0,1245.5,1681.5,6329.5,6811.0,15607.0,1396.5,5028.5,9239.5,1436.5,2033.5,1467.5,10624.0,1958.5,1617.5,10474.0,1832.0,2461.0,3780.0,3910.5,10425.0,13504.5,10542.0,1215.5,22481.5,1354.5,11996.5,6777.0,2054.5,1828.0,8539.5,1922.5,5696.0,3585.0,1525.5,1200.0,4146.0,11270.5,9621.5,2972.5,1502.0,11708.5,6161.5,3467.5,1925.0,5404.5,1207.5,1968.5,1256.5,9433.0,4550.0,4199.0,5409.5,2988.0,14504.5,11058.0,8912.0,11097.0,6475.5,7959.0,799.0,10155.5,5880.0,1724.0,8026.5,1632.0,2177.0,6035.5,1873.5,3772.0,5742.5,2359.5,5573.0,1735.0,6389.0,1442.5,1493.0,4018.5,7189.0,9923.0,2105.0,0.0,1829.0,1855.0,1826.0,2070.0,1400.5,6187.5,6341.5,1904.0,10263.0,1601.5,5918.0,5173.5,8254.0,3901.0,10942.0,6183.5,3756.5,1457.5,1501.0,6668.0,6196.0,2110.5,1690.5,1531.0,6483.5,6050.0,10407.5,1535.5,6217.0,1388.0,6062.5,2001.5,4928.5,4030.0,5164.0,6186.0,9478.5,1783.0,3685.5,6903.0,3653.0,6350.0,1341.0,5454.5,12354.5,7854.5,1582.0,3824.5,8005.5,2225.5,5649.5,2063.5,3181.5,1256.0,1888.0,10961.0,5982.5,1799.0,2000.0,8508.5,4799.5,1599.5,1115.0,1912.5,4047.5,6573.0,5870.0,1860.5,5764.5,988.0,5114.0,1748.0,1536.0,3093.0,1336.0,1453.0,5749.0,1773.0,4049.0,11555.0,3855.0,1131.5,2164.0,7863.0,4108.0,1993.0,1880.5,6551.0,1712.0,1642.5,6209.5,2084.5,2656.0,1924.0,1253.5,5569.0,2740.0,2007.0,6018.5,1957.0,9523.0,1374.5,5215.5,3840.5,5064.0,1858.5,4845.0,2003.0,1872.5,5316.0
HG02087,7008.5,1992.5,7165.5,1595.5,1804.0,1587.5,1853.5,5859.0,10568.0,2519.5,1732.0,2418.0,3227.5,1903.5,5070.0,4024.5,1818.5,12157.5,2073.0,2015.0,7969.0,3887.5,5415.5,2156.0,3287.0,6414.5,3900.0,2657.5,1485.0,2115.5,2852.0,6523.0,2714.5,11318.5,7926.0,9818.0,4172.5,3790.5,5496.5,3755.5,1842.5,5469.0,2204.0,2621.5,5346.0,2695.5,4064.5,2202.0,5177.5,15057.0,6822.0,10332.5,6588.5,2004.5,4308.0,7367.5,2050.0,2330.0,7474.5,1657.5,2179.5,4596.5,8049.5,10697.0,2113.0,6163.0,9215.0,1321.0,2448.5,1444.0,10811.5,2334.5,3845.5,6286.5,2995.0,3044.5,5623.5,5936.0,9647.5,14109.5,12410.5,2691.5,22846.5,2616.0,10982.5,7815.5,2363.5,2682.0,3213.5,2316.5,6768.5,3544.5,2690.0,2456.0,2095.0,8167.0,10658.0,3530.5,1867.0,11654.0,6528.5,3559.5,2399.5,5266.5,2181.5,2057.0,1393.0,9354.0,7127.5,5966.0,5958.0,3925.5,9924.0,11322.5,8831.5,10888.0,7441.0,8053.5,2207.5,6626.0,5945.5,2810.0,9266.5,881.0,2733.0,7243.0,1442.5,3207.5,6540.0,12996.5,5710.5,2515.5,10494.0,2462.5,2434.5,3421.5,4277.0,10534.5,3255.0,1829.0,0.0,2826.0,1876.0,1658.0,1292.5,6714.0,6618.5,1574.5,10313.0,2259.0,7549.5,6057.0,7033.0,2114.5,6230.0,6630.5,7652.0,1622.5,2588.0,7264.0,6618.0,2342.0,2249.0,1938.5,7088.0,6437.5,10828.0,2125.0,6771.5,2653.5,6032.5,2339.0,5995.0,4333.0,5640.5,6506.0,10316.5,1973.0,4449.0,3181.0,4055.5,6015.0,5088.0,6142.0,6102.0,6852.0,1390.0,4485.0,8537.0,2261.0,5398.5,2367.5,4265.5,1636.0,2108.0,11413.0,8100.0,2308.5,2970.0,6130.5,5134.0,2065.5,2483.5,2413.5,5041.0,2049.0,6470.5,2021.5,6424.5,2271.5,3328.0,1975.0,2346.0,3798.0,2479.0,2566.5,5890.5,1833.5,3940.0,14327.0,5494.5,1681.5,3312.5,6755.5,4817.0,2107.0,2361.5,7588.5,1937.0,1518.0,4400.5,3230.0,6571.5,3350.5,1755.5,5863.5,2987.5,2124.5,6853.0,2448.0,10557.0,1806.0,5444.0,3814.5,3236.5,2658.0,5374.0,2380.5,1673.0,5804.5
