,HG02309,HG01883,HG03103,NA19114,HG02703,NA19238,NA18913,NA19403,HG03307,HG02111,HG02143,NA20348,NA20346,HG03521,HG03476,HG02971,HG03048,NA20127,HG02580,NA20314,HG02307,NA19835,HG02332,HG02595,HG02478,HG01880,NA20357,HG02585,HG02561,NA18520,HG03132,HG02938,HG02634,HG02611,HG02679,HG01915,HG03301,HG01985,HG01879,HG01890,HG03485,HG03171,HG03539,HG03108,HG02010,HG02445,HG03212,HG03393,NA19024,HG02284,HG02266,HG00637,HG01054,HG01259,HG01121,HG00736,HG01453,NA19675,HG01047,HG01992,HG02277,HG01464,HG01412,HG02292,HG01133,HG02274,HG00551,NA19747,HG01465,HG01275,HG01148,HG01577,HG01362,HG01168,HG00739,HG01286,HG01392,HG01967,HG01396,HG01918,HG01108,HG01187,NA19740,HG01571,HG01982,NA19723,HG01119,HG02006,HG02003,HG01311,HG01356,HG01366,NA19735,HG01134,HG01455,HG01048,HG01055,HG01107,HG01344,HG01073,HG00983,HG02081,HG02060,HG01794,NA18944,NA18642,HG00442,NA18989,HG02020,NA18968,HG02180,HG01597,NA18960,NA18555,HG02152,HG02189,HG00404,NA18537,NA18632,HG02182,HG02138,HG00607,NA18553,NA18971,HG02521,HG00565,NA18612,HG01863,HG01815,HG00632,HG02382,HG00759,HG00479,HG00650,NA18980,HG02384,HG02064,HG00702,HG00418,NA18546,HG02087,NA18988,HG00844,HG00530,HG02137,HG00446,NA18566,HG02364,NA18941,HG00657,HG00342,HG02239,HG00255,HG00368,HG00111,HG00274,HG00146,NA12802,HG00365,HG00381,HG00367,HG00120,HG00268,HG01504,HG00173,HG01700,NA20525,HG01512,HG00325,NA20805,HG00338,NA20762,HG00357,HG00141,HG01518,HG00137,HG00125,NA20503,HG01779,HG01680,HG00243,HG00130,HG00252,HG00242,HG00139,HG00254,NA20801,NA10843,HG00361,HG00133,HG01776,NA12890,NA20753,HG00158,HG00278,HG01766,HG02224,NA12891,HG02223,HG00261,HG03816,HG03009,NA21101,HG03856,HG03729,HG03821,HG03784,HG02657,NA21099,HG03753,HG04140,HG03687,HG03709,HG03794,HG02781,HG02684,HG04062,HG03931,NA21102,HG01589,HG02793,HG03812,HG03016,HG03640,HG03645,HG04200,HG03019,HG02688,HG04149,NA20866,HG02490,HG03686,HG03929,HG03746,HG03604,NA21103,HG04039,HG04017,HG03837,HG04020,HG03595,HG02724,HG03976,HG04131,NA20899,HG03882,HG03973,NA20861,HG03854,HG03972
NA18988,8457.5,3001.0,5892.5,2792.5,3392.0,1910.5,1588.0,6218.0,12699.5,3027.5,1763.5,3193.5,3401.5,3229.5,5204.5,3385.5,1347.5,11560.5,1681.5,1416.5,7807.0,3814.5,16015.0,1665.5,4398.0,6134.0,3359.5,2113.0,1708.0,2513.5,3488.0,6868.0,5457.5,12180.5,8099.0,9031.5,3092.0,4049.5,4843.0,1641.5,3100.0,7504.0,2577.5,1821.5,4809.0,4819.0,4978.0,2540.5,4881.0,15531.5,6525.0,9669.0,7955.5,1813.5,3880.0,7229.5,2091.5,1613.5,6508.0,1265.0,1562.5,4451.5,6810.5,11020.0,859.5,5516.0,9676.0,2158.5,1925.5,1848.0,10709.0,2649.0,1449.0,5620.5,2881.5,2754.5,5035.0,1886.5,9416.0,13941.5,11458.0,1951.0,21614.0,1453.0,12707.5,6268.0,1582.0,1805.5,4494.0,2001.0,6017.5,3855.0,1332.0,1526.0,1976.5,6817.0,10299.0,4352.5,1299.0,12420.5,6352.0,4642.0,1108.5,5758.5,1732.0,1470.5,2917.0,10379.5,7483.5,5764.5,5556.0,2899.0,10695.5,11684.0,9035.5,11485.5,8101.5,7963.0,2004.0,5957.5,6291.5,2272.5,6978.5,2056.0,2331.5,8944.5,2089.5,4192.5,6418.5,1841.5,6003.0,1783.0,6990.5,1929.5,1263.0,5102.5,2538.0,10550.0,2936.5,1855.0,2826.0,0.0,2422.0,2193.0,2232.5,6828.0,7567.0,3201.0,11232.5,2091.0,6092.0,5773.0,6026.0,1651.5,5063.0,6743.5,1134.0,1345.0,814.0,6108.5,5224.0,2688.5,1332.5,1772.0,5783.5,5673.5,11147.0,1906.5,10857.5,1278.0,5142.0,1689.0,5688.5,3426.5,5244.0,6331.0,8844.5,853.0,4923.0,1611.5,3432.0,6618.0,1660.5,5691.0,6086.5,7454.0,1466.5,3986.0,7633.5,1911.0,6164.5,1569.5,3628.0,1782.0,1426.5,11133.5,6197.0,1455.0,2580.5,7844.5,4386.0,1114.5,1593.0,2259.5,4331.0,2532.5,6124.5,2411.0,6185.5,1873.0,1627.5,2266.0,891.5,3932.5,2017.5,1826.0,5800.0,2017.0,2600.0,9345.5,5805.5,1567.5,2838.5,6030.5,4929.0,1652.5,3271.5,7466.0,1210.0,1858.0,2189.0,1239.0,1427.5,1323.0,1727.5,5475.0,1651.5,2241.5,5882.0,2033.5,8948.0,2076.5,5481.0,3846.5,1461.0,1218.0,5568.0,3134.5,2070.0,4687.0
HG00844,5013.0,3349.0,5201.5,2020.0,3620.5,1609.5,3308.5,1985.5,14526.5,4090.0,1879.5,3611.5,8404.5,3557.5,5014.0,1900.5,1902.0,13408.0,1451.5,1502.5,8143.5,6318.0,5354.5,1487.0,3755.5,1361.0,3640.0,5111.0,1645.0,1822.5,2490.5,6277.0,1806.0,14724.0,7852.0,8337.5,3360.0,3372.5,4899.0,3691.5,3024.0,6900.5,5886.5,1653.0,7495.5,4722.5,5466.5,3961.0,5603.5,14863.0,6376.5,9864.5,10336.5,2024.0,1672.5,4527.0,1683.0,3567.5,6800.5,1915.0,1675.0,2002.5,6990.0,6474.5,1462.5,1405.0,8810.0,1576.0,2477.0,1925.5,9265.5,3049.5,7750.0,5067.0,6957.5,1658.0,2310.5,1943.0,9779.0,13173.0,7082.0,3612.0,18213.5,6657.5,12004.5,6663.5,2007.5,1875.0,3458.0,3083.5,1705.5,3848.5,1941.0,5288.5,2113.5,7494.5,6107.0,4353.5,1280.0,12974.5,1613.5,1710.0,1449.5,3776.0,4277.5,4722.0,1753.0,14698.0,1681.5,4525.5,6893.0,2426.5,10147.0,10942.0,4219.5,14521.5,7370.0,8035.5,1719.5,2238.0,4715.0,2216.5,4812.0,1618.5,4920.0,5320.5,1810.5,3842.0,7569.0,2890.5,4510.5,5422.5,5989.0,2815.5,5223.0,1832.0,2146.5,23329.5,3424.0,1826.0,1876.0,2422.0,0.0,1981.5,2016.5,4645.0,7420.0,1570.0,10325.0,3174.5,6594.0,6360.0,6731.0,2066.5,5201.0,6544.0,2102.0,2088.0,1095.5,6257.5,5361.5,3971.0,1759.0,2797.0,6208.0,1576.0,9432.5,5749.0,7646.0,1680.0,2231.0,2133.0,1581.5,15957.5,5199.0,6251.0,8772.5,1498.0,4863.5,2082.0,1776.0,6285.5,1914.0,3819.5,1765.0,9921.0,2739.0,3503.0,8277.0,3774.5,6784.0,2068.5,3341.5,2663.5,2226.0,10466.0,1732.0,4982.5,1993.0,7346.5,8864.5,1038.0,1481.0,2375.0,5917.0,2077.0,6400.0,1772.0,2056.5,1798.5,2262.5,2044.5,2774.0,3671.5,1872.0,2527.5,3466.5,3372.0,2988.5,9800.5,1995.5,1779.0,3287.0,6211.5,2126.5,1535.5,2065.0,7543.5,2397.5,1692.0,2047.0,1782.0,2670.5,2261.0,1741.0,6094.5,3691.5,2539.0,6845.0,3683.5,5488.5,1918.0,1324.0,1143.0,2070.0,3287.0,5290.0,3113.5,1312.5,6277.0
HG00530,6855.0,2235.0,5971.0,1997.5,1825.0,1501.0,1623.0,5487.0,11234.5,2160.5,1354.5,2348.0,3447.5,2165.5,5021.5,4156.5,2191.5,11085.5,2546.5,1710.0,7230.5,3483.0,6139.0,2504.0,3120.5,6352.5,3735.5,2102.5,1688.5,2272.0,2737.5,6782.0,2094.5,11364.0,8509.0,9299.5,1581.5,4055.0,5689.5,1546.5,1650.0,5667.5,2152.5,1923.5,5064.5,1677.5,3739.0,2131.0,5242.0,15072.5,6541.5,10377.5,6524.0,2192.0,3915.0,7209.5,2281.0,2208.5,6213.5,2566.5,2054.5,4653.0,15592.5,9918.0,1942.0,6269.0,9263.5,2204.0,2539.5,1879.0,11227.5,2398.0,2058.5,5686.5,7066.5,2908.0,4224.0,2117.0,10029.0,13797.5,11397.5,2619.0,22913.5,2739.5,11026.5,10596.0,7885.5,9676.0,3745.0,2381.5,7028.0,4019.5,2560.0,2164.5,2417.0,7680.5,10813.0,3412.5,1926.5,13104.5,6355.5,3893.0,2172.5,6100.0,2519.5,2211.0,1741.5,9490.5,7837.0,6029.5,6468.0,3157.0,10067.0,11453.0,9010.0,11148.5,7029.5,8323.0,2246.5,7119.5,6519.5,1950.0,11504.5,1683.0,2584.5,5423.0,1658.0,3612.5,6958.5,12584.0,6717.0,2113.5,7083.0,2085.5,1945.5,3512.0,2732.5,10834.0,3016.5,2070.0,1658.0,2193.0,1981.5,0.0,1867.5,6115.5,6636.5,1603.5,11122.5,2282.5,7422.0,5918.0,7125.0,2710.5,5606.0,6882.0,1965.0,2112.0,2410.0,7047.0,7045.0,1992.0,2006.0,2654.0,6773.5,6707.0,10801.5,2574.5,6845.0,2404.5,7125.0,2344.5,6295.0,4929.5,5784.0,6175.5,9908.5,1991.5,3975.0,2982.0,4683.0,7120.0,2259.5,6321.5,6440.5,7062.5,1777.0,3737.0,8170.5,2550.5,7272.0,2331.0,4288.0,1840.0,2441.0,10995.5,6660.5,2021.5,2573.5,6396.5,5642.5,1989.0,2759.5,2539.5,5264.5,3009.0,6536.0,2322.5,5181.0,2432.0,3409.0,2610.5,2287.0,3510.5,2776.0,2682.5,5546.0,2159.5,2373.0,14309.0,5203.0,2166.0,1457.5,6563.5,4452.5,2169.5,1987.5,7222.0,1859.0,2188.5,2672.0,2974.5,6191.5,2742.0,2077.5,5573.0,1536.0,2091.5,6140.5,2952.5,9742.0,2071.0,5226.0,4097.0,2623.5,2314.0,5769.5,2048.0,1870.0,5836.5
HG02137,6894.5,3255.0,5767.0,1038.5,3175.5,1202.5,1403.0,5370.5,10188.5,3320.5,1390.0,3522.5,2705.5,3037.0,4735.5,3914.5,1818.5,12022.5,1638.5,1570.5,8436.0,4828.5,5743.5,1927.5,4529.5,6403.5,3655.0,3536.5,1350.5,2347.0,1394.5,6434.5,3640.5,12388.0,12052.0,9283.0,1950.0,4142.5,5162.0,1814.0,2741.5,6852.0,3011.5,1581.0,4781.0,1446.0,4861.5,2185.0,4476.5,15317.5,7218.0,9929.5,8054.5,1861.5,7715.5,7456.0,1709.5,2153.0,6355.5,3463.5,2105.0,5858.0,7807.0,9894.0,2128.5,5769.5,10244.5,2266.5,1719.0,1514.5,10604.5,3304.5,2090.0,5501.0,2180.5,2739.0,4232.0,1489.5,10216.5,13589.5,10776.0,2217.0,22480.0,2272.5,11650.5,7090.5,3198.0,2215.5,3918.5,2187.5,5662.5,3468.0,2157.5,2020.0,1773.0,7721.5,10281.0,4476.0,2123.0,11886.5,6071.5,3309.0,1603.5,5685.5,1425.0,1871.5,1146.5,9370.0,7245.5,5429.0,5890.0,3670.0,9292.5,11243.5,8962.0,10604.0,8345.5,8169.0,1576.0,9579.5,6003.0,1985.0,8187.0,1310.0,3293.5,5558.5,1209.0,2874.5,5842.5,1732.0,5703.5,2228.0,6294.0,2195.0,1938.5,3164.0,6902.5,10199.5,4054.0,1400.5,1292.5,2232.5,2016.5,1867.5,0.0,7590.0,7414.5,3089.5,10508.0,1916.5,6836.5,5536.0,6814.0,1841.5,5361.0,6219.5,1912.0,1242.0,2189.5,7403.5,6521.0,3048.0,1845.0,1678.5,6688.0,6476.5,12063.0,1610.5,6633.0,2086.5,6577.0,2330.5,5800.5,3978.0,5634.5,6391.0,10339.0,1661.5,5351.0,2813.5,3685.5,6410.0,4430.5,5719.0,6051.5,7943.0,1449.0,3225.0,8172.5,1756.0,5793.5,2282.5,3955.5,1250.5,2021.5,12476.5,7445.0,2202.5,2384.0,7705.0,5136.0,1936.5,1929.5,3470.5,4756.0,5729.0,7541.0,2176.0,5088.5,1829.0,2474.5,1347.5,2132.0,4446.5,2122.0,2212.5,5883.0,1509.5,3557.5,10359.0,5394.5,1600.5,2210.0,6607.0,5602.0,1783.0,1991.5,8303.5,2042.5,1958.0,5424.5,2715.0,1848.5,2076.0,1249.5,5836.0,2793.5,3191.0,6515.0,2208.0,9769.5,1663.0,5090.5,3802.0,2468.5,2362.5,4785.0,3228.0,1496.5,5884.5
HG00446,10928.0,9376.0,4778.0,7756.0,6121.0,5618.5,5536.0,4138.0,17473.0,6671.0,7848.5,4451.5,3848.5,3054.0,9709.5,6735.0,6352.0,17180.0,2312.0,7945.5,13453.5,7379.5,2435.5,5940.0,4445.0,3465.5,1861.5,6060.5,1908.5,4451.0,10371.5,10427.5,5601.0,10876.5,7773.0,4719.5,4588.5,4013.0,8796.5,3708.0,6128.0,2105.5,2112.5,6726.0,9555.5,6287.5,3774.0,6669.0,13591.5,11147.5,10798.5,14668.5,11014.0,2982.0,3826.5,8290.0,5789.0,6690.5,4509.0,6258.0,8079.5,2848.0,8338.5,6761.5,3381.5,2180.5,11884.5,5517.5,3041.0,6248.5,13465.5,4040.5,6886.0,5006.5,3863.5,6776.0,5470.0,2378.0,12151.0,17219.5,9319.5,1557.5,19793.0,1800.0,16853.0,10914.0,5232.0,2030.0,3949.0,8512.5,2562.5,6362.0,6569.0,3544.5,6354.0,8931.0,6555.5,5078.0,2053.0,17197.0,3921.5,4280.0,3433.0,1659.5,1815.5,2835.0,5834.0,10158.5,2541.5,4755.5,1946.0,4882.5,14899.0,11654.0,8461.0,13658.5,12120.5,11357.0,6330.5,5919.5,8233.0,6025.0,2004.0,6477.0,3949.5,5184.5,7942.0,9828.0,10546.0,11195.0,2900.5,3637.0,10176.0,5489.0,6329.0,5613.5,2962.5,6635.5,3614.5,6187.5,6714.0,6828.0,4645.0,6115.5,7590.0,0.0,12366.5,5573.0,7899.0,2082.0,9018.0,6573.0,11664.5,7252.5,7461.5,11245.5,7077.5,6133.5,1182.0,6755.0,3106.5,2008.5,7859.5,6727.0,12487.5,3124.5,12351.5,2272.0,6473.5,5545.5,3138.5,9169.0,2157.0,2750.5,9201.0,6311.5,4683.5,5669.5,7209.5,6992.5,6357.5,10988.5,6653.5,2285.5,2617.0,4449.5,7378.0,4879.5,12246.0,3045.0,2735.0,6382.0,3793.0,7108.5,7002.5,8963.0,2649.0,5002.0,8472.5,8344.5,5754.0,926.0,1924.0,3256.5,6505.0,6246.5,3580.5,6234.0,4516.5,6078.5,5459.5,6319.0,5735.5,8275.0,2205.5,9172.0,1407.5,6191.5,7482.0,15579.0,5431.0,1912.0,8946.5,10207.5,5852.0,1656.0,5020.0,10830.5,8252.5,5435.0,2298.5,6785.0,8866.5,6910.5,2258.5,1391.5,2728.0,5852.5,10000.5,5280.0,5448.5,2551.0,5192.5,2653.5,6391.5,1389.0,5517.5,8137.0,1551.0,8910.0
NA18566,4827.5,7598.5,12951.0,8007.0,6273.5,6177.0,7701.5,11809.0,7939.0,8262.5,7383.0,6993.5,2692.0,8410.0,1463.5,10131.0,6501.0,7795.0,6199.0,7191.5,2897.0,3908.0,10668.0,6208.5,7813.0,10237.0,10156.0,8330.0,6010.0,7029.0,8037.5,1735.5,6440.5,5951.5,1599.5,13473.5,8548.0,10218.0,9692.5,7452.5,8057.0,11996.5,6356.0,7486.5,10089.5,8754.5,10343.0,8779.0,11171.0,10045.0,5213.0,1933.5,3755.5,6791.5,10285.5,12382.0,6306.0,6643.0,11700.5,6917.0,7880.0,9052.5,5756.5,5038.5,6098.5,10220.0,5678.5,2359.0,7104.0,7865.5,15785.5,6336.0,7646.5,9880.0,6447.0,7409.5,9792.0,6561.5,2098.5,10296.0,7431.0,8451.5,14752.0,6343.5,7603.0,7616.5,7629.5,6473.5,8168.5,7683.5,11052.5,9912.5,6531.5,7629.5,6842.5,3559.0,5498.5,1718.0,7000.0,7487.0,10359.5,8151.0,7454.5,10312.5,6132.5,6276.0,5945.0,14904.5,12255.0,10839.5,12086.0,2008.0,5909.5,6486.5,15072.0,7922.5,1843.5,14158.0,6220.5,10951.0,2607.5,6825.5,12514.5,6404.5,8478.0,8506.5,7220.0,2806.0,1987.0,2007.0,11122.5,7862.0,3372.5,8174.5,6240.0,9252.0,6834.5,9096.5,6901.0,6341.5,6618.5,7567.0,7420.0,6636.5,7414.5,12366.5,0.0,7878.5,6455.5,8555.0,1940.0,4714.0,1937.5,7110.0,9823.0,1883.5,7385.0,6897.0,6093.0,1754.5,11440.0,1656.0,7434.0,6640.5,2897.0,10960.5,6021.0,6386.5,1606.5,6392.0,11691.0,6533.5,9996.0,9328.0,11818.5,1275.5,13869.5,6467.0,2393.5,7069.5,9683.5,1928.0,6499.0,10335.0,10370.5,6276.0,7580.0,9694.0,12870.0,8690.0,12050.0,6683.0,8161.0,7328.5,6892.5,6093.5,11724.5,7420.5,7485.0,3137.0,2161.5,6017.5,6388.0,6350.0,3714.0,6816.0,10154.0,6847.0,12198.5,6256.0,7603.0,5918.5,7538.0,1185.0,7044.0,8672.0,10003.5,5966.5,8805.0,19641.0,11256.0,6638.0,9272.5,1129.0,9967.0,6106.5,8134.5,2036.5,6737.0,6432.5,6760.0,7443.0,11444.0,8116.0,6039.0,10127.0,7311.0,8270.0,1312.0,7179.5,14050.0,6688.0,6435.0,8033.0,6841.5,6549.0,1543.0,6577.0,1280.0,11282.0
HG02364,4793.0,3612.0,9673.0,2672.0,3265.5,1340.0,2007.5,3430.0,11290.0,3493.5,1310.0,3850.0,3143.0,4230.0,4997.5,2190.0,2022.0,13032.0,2334.5,3197.0,9040.5,5259.0,2990.0,2196.5,4305.0,2205.5,1455.0,4040.5,1550.5,1970.5,2667.0,7046.5,2454.5,11558.5,7768.5,7418.0,2898.0,1896.5,5507.5,1336.5,3109.0,4872.0,2952.5,1493.0,8024.0,2418.5,3883.5,2325.5,5555.5,13345.0,7218.5,11125.0,8612.0,2421.0,1866.5,4909.5,2493.5,2347.5,4855.0,1710.0,3348.0,2045.5,5883.0,7273.0,1552.0,4139.5,8343.0,1703.5,2502.0,1654.0,8844.5,3409.5,7712.0,5552.5,4043.0,2457.5,1626.5,2032.0,10326.0,12167.5,9532.5,2615.0,20896.5,2485.0,11851.5,9948.0,1861.0,2574.0,4237.0,1649.5,4465.5,3023.5,3229.0,3433.0,2081.0,7837.5,8773.0,4958.5,4490.0,12061.5,4754.0,3737.0,1558.0,3242.5,1946.5,2732.5,1962.0,7101.5,4678.0,7001.5,3758.5,3536.5,10406.5,12323.5,5896.5,11178.5,8333.0,8017.5,1970.0,4152.0,5757.0,1791.0,6097.5,1709.5,3799.5,2969.5,1579.0,3666.0,7557.5,2490.0,6812.0,1484.0,9100.5,2130.5,2139.0,1460.5,3696.5,9982.0,4419.0,1904.0,1574.5,3201.0,1570.0,1603.5,3089.5,5573.0,7878.5,0.0,8283.0,1803.5,7272.0,5431.5,7220.5,2033.5,5702.0,6812.5,2254.0,1768.5,2144.5,7649.0,4424.5,3829.5,1784.5,2891.0,6614.0,3969.5,9711.0,2090.5,7902.0,2402.5,4236.5,1601.0,4112.5,1645.5,5495.0,6447.0,8386.0,2000.5,5414.5,2885.5,3140.5,6315.0,2604.0,4480.0,3666.5,7967.5,2901.5,1878.5,7886.5,2425.0,4825.5,2620.5,2241.5,2877.5,2569.0,10837.0,4596.5,4796.0,2775.0,7570.5,4994.0,1958.0,2402.5,3625.5,4971.5,2216.0,5509.5,1763.0,3667.0,2597.0,2305.0,2247.0,2002.5,4783.5,2874.0,2570.0,3481.0,1278.0,2095.0,9228.0,3438.5,1314.0,1675.0,6481.5,2396.0,1826.5,2183.0,8634.0,1533.0,1281.0,2267.5,2839.0,3284.5,3365.0,1767.5,3768.5,5451.5,3459.5,6646.0,2652.0,15887.0,2415.0,1249.5,1895.5,2632.0,2600.5,5426.0,3215.5,1503.5,5884.5
NA18941,3618.5,10715.5,7810.5,9846.5,10989.5,10298.0,11241.0,6775.0,13894.5,11930.5,10347.0,7285.0,2615.0,7065.5,5692.0,8705.5,11419.0,11066.0,7357.0,10727.5,7353.5,6730.5,7088.0,11529.5,9235.5,8741.5,7154.5,11856.0,6117.5,8674.5,11570.0,7929.0,12031.5,8536.0,3089.5,10579.0,7598.5,9366.5,13941.0,6889.0,11177.0,6933.5,7426.5,10459.5,13915.5,7528.5,9221.5,11152.0,14216.0,6406.5,5857.5,6731.5,6246.0,7231.0,9201.5,9879.0,11271.0,11557.0,8027.5,10375.5,10861.0,6701.5,3457.5,1641.5,8867.5,7339.0,4491.0,5385.0,7538.0,8341.0,15463.5,7625.5,13230.0,9863.0,8441.5,10495.0,8912.5,7484.5,3634.5,9147.0,2426.0,7870.0,9678.0,8219.5,10454.0,3019.0,8986.0,7837.5,7709.5,11199.0,6494.5,8510.0,11880.0,7342.5,14267.0,2530.0,2575.0,4476.5,6449.5,10433.5,7579.0,8732.0,6749.5,6816.5,6966.5,7239.0,9692.0,11873.0,6973.5,6787.0,7678.5,4625.5,9143.0,6649.5,9425.5,5713.5,7195.5,14559.5,11225.0,8314.0,2161.5,11056.5,8092.5,10154.0,9253.5,11176.0,10197.0,5074.0,5328.0,5441.0,6285.5,7132.5,1270.5,11607.0,8050.5,6122.0,7479.5,4727.5,8383.5,10263.0,10313.0,11232.5,10325.0,11122.5,10508.0,7899.0,6455.5,8283.0,0.0,6979.5,7718.5,4331.5,6743.0,12195.0,11679.5,6352.5,10902.5,10141.5,6889.0,2190.5,7015.5,2239.0,10884.5,10790.0,9137.0,6683.5,4629.0,7546.0,2518.0,11159.0,6645.5,11680.0,7185.0,7334.5,14648.5,3415.0,10838.5,10604.5,4806.5,12506.0,8860.0,5462.0,11663.5,7439.0,7904.5,1564.0,10360.5,7873.5,17274.0,7482.5,6660.5,10609.5,9703.0,10315.0,11726.0,3274.0,7616.5,8891.5,11245.5,5848.5,10414.0,6543.0,7752.5,7627.5,4638.0,11200.0,7625.0,11492.5,8295.0,11323.0,10604.5,11260.5,11452.0,6882.0,7035.5,11296.0,6848.0,6977.5,4169.5,16859.5,7131.5,6809.0,12323.0,6192.0,9571.0,6819.5,7027.0,9311.5,10773.0,10345.0,7940.0,12422.5,10166.0,11071.0,7052.0,7547.0,8366.5,11215.0,6807.5,10054.5,10043.5,6712.5,3750.0,8369.5,11798.5,7537.0,10654.5,12296.0,1491.0,14968.0
HG00657,14945.5,3211.5,9302.5,2305.0,8240.5,2002.0,2340.5,2406.0,11166.0,2332.0,2157.5,7023.5,7937.5,13280.0,5555.5,4000.5,1967.5,12579.5,2913.0,2466.5,9511.5,5299.5,3598.0,2315.5,2978.0,2424.0,7855.0,3376.5,6183.0,7777.5,3216.5,7123.5,2593.5,12129.0,11906.0,5651.5,9141.0,2141.5,4763.5,7225.5,2278.0,2672.5,4470.0,1740.5,6634.5,5487.5,3117.0,2652.5,5549.5,11816.0,6785.0,10350.5,7683.0,9962.0,4151.5,8269.0,1366.0,2363.0,4166.0,1152.5,2665.5,5136.5,3698.0,7407.0,2065.5,2041.0,9053.5,2290.0,3381.5,2118.5,10332.5,4076.5,3411.5,4676.5,9152.5,2128.0,4808.5,3223.0,9687.0,13567.5,19276.0,2701.5,18955.0,7003.5,16130.0,22459.0,3451.0,3903.5,4544.0,1961.0,2072.5,2150.5,2284.5,6889.0,1673.0,8278.5,6776.5,3896.0,13790.5,12333.5,4303.5,9566.5,3244.5,1168.5,1513.5,4110.0,1644.5,8238.0,10690.5,3665.5,1659.5,3883.5,9915.5,14659.0,4047.0,15515.0,8681.0,6894.5,1870.0,4451.5,10090.0,1826.5,3090.5,1697.5,6834.0,1791.0,2212.5,3819.5,5820.5,3991.5,19240.5,5961.5,13063.0,2101.0,12201.0,4256.0,5001.0,5984.0,3861.5,1601.5,2259.0,2091.0,3174.5,2282.5,1916.5,2082.0,8555.0,1803.5,6979.5,0.0,8810.5,5048.5,7054.5,1891.5,6771.5,6967.0,9462.0,1924.5,2746.0,7411.5,2103.5,2073.5,1874.0,1716.5,6742.5,3960.0,18117.5,6094.0,13495.5,2195.0,2951.0,1442.0,2569.0,4852.0,5609.0,7054.0,4991.0,1965.0,5711.0,3344.5,2323.5,6582.5,4803.0,1624.0,2490.0,4779.0,2100.5,4428.5,8283.5,2761.0,1102.0,2830.5,2261.0,1485.5,2837.0,8656.5,4957.0,3746.0,3234.5,7156.5,9481.0,2444.0,14320.5,2656.0,5019.5,1637.0,3572.0,2088.0,4655.0,1346.5,2433.5,1800.0,1922.0,5082.0,2697.0,2097.0,1643.5,2295.0,3636.0,11804.0,14625.0,4880.0,3204.5,6672.0,3495.0,4386.5,3603.0,7496.5,3412.0,1399.5,4279.5,2863.0,6730.5,2630.0,2548.5,1974.0,16069.5,2860.5,6673.0,5264.5,21469.0,1944.5,3704.5,2494.5,1729.5,4048.0,5541.0,3407.0,6492.5,5045.5
HG00342,4298.0,6345.0,13033.5,6966.0,10135.0,6961.5,6408.5,9193.0,11401.5,7353.5,6975.0,7058.0,2817.5,7229.0,2063.0,6461.5,6343.5,3673.5,8253.5,6524.0,1796.0,1995.0,9441.0,6225.0,6909.0,6773.0,6759.0,6760.5,7264.0,7095.0,7337.5,3281.5,6525.5,8982.5,7596.5,8216.0,10935.0,6799.0,6149.5,6833.5,6982.5,9373.5,7105.0,7529.5,6163.5,8051.5,6528.5,7343.0,6902.5,3919.5,6561.0,5492.5,2214.5,8365.0,8003.0,6171.0,6085.0,6122.5,11108.5,6023.0,6663.5,11345.5,3664.0,2594.5,5961.0,7881.5,1869.5,1853.5,8466.0,6833.0,13697.0,8630.0,7226.5,7573.5,8452.5,7582.5,8327.5,10433.5,1151.0,1071.0,8772.0,8555.0,3884.5,6810.5,3814.5,9172.5,6410.0,8560.5,8563.5,7982.5,8811.0,6748.5,5761.0,6454.5,5750.5,2464.5,3088.0,1777.5,10629.0,1762.5,8873.0,8878.0,8044.0,8832.0,5984.5,7816.5,6519.0,9667.5,6932.5,8540.0,8473.5,1877.0,2337.5,1854.5,9021.0,4234.5,6464.0,9645.0,6180.5,10002.5,3081.0,6833.0,8572.0,6861.5,6442.5,12043.0,6937.0,2379.0,1418.0,3666.0,18267.0,8978.5,1827.5,6378.5,6798.5,7272.0,10102.0,8871.0,6206.0,5918.0,7549.5,6092.0,6594.0,7422.0,6836.5,9018.0,1940.0,7272.0,7718.5,8810.5,0.0,1236.0,1441.0,5964.0,7319.0,1870.5,7848.0,6560.5,8005.0,3420.0,8434.5,1638.5,6289.5,8164.0,3533.5,9342.0,3520.0,6702.5,3885.0,5496.5,8291.5,6684.0,8383.5,9084.5,6959.0,6186.0,8068.5,5913.0,2324.0,6834.5,7006.5,2104.5,8907.0,7959.0,8942.5,4297.0,6732.0,8256.0,10161.5,7433.5,8895.5,6628.5,6350.5,6306.5,6487.0,3605.5,9343.5,6316.0,6164.5,6798.0,1297.0,8869.5,5656.0,6756.0,1738.5,8576.0,7970.0,7211.5,10280.0,6017.0,6999.5,6860.0,5934.5,1413.0,6193.5,6415.5,8928.0,7107.0,4195.0,13419.5,11269.0,6760.0,8746.0,1567.5,6520.5,7268.5,8937.5,1558.5,6541.5,7075.5,9183.5,6410.5,10161.0,7535.0,8690.5,8464.0,12962.0,6255.5,1467.0,7371.5,18872.0,7127.5,1795.5,7332.0,5767.0,6088.0,6917.5,6938.5,3507.0,5779.0
